"entrez";"symbol";"pubmed_id";"organ_system";"driver_type";"drivers_id";"Entry"
1806;"DPYD";21804550;"Hematologic and lymphatic";"cancer";1285;"Q12882"
1643;"DDB2";14993899;"Multiple";"cancer";1286;"Q92466"
1807;"DPYS";27311963;"Multiple";"cancer";1287;"Q14117"
1936;"EEF1D";27311963;"Multiple";"cancer";1288;"P29692"
1811;"SLC26A3";24120142;"Soft tissue";"cancer";1289;"P40879"
1499;"CTNNB1";22327622;"Thoracic";"cancer";1290;"P35222"
1646;"AKR1C2";27311963;"Multiple";"cancer";1291;"P52895"
1811;"SLC26A3";24390350;"Multiple";"cancer";1292;"P40879"
1938;"EEF2";29625053;"Multiple";"cancer";1293;"P13639"
1814;"DRD3";27149842;"Core gastrointestinal";"cancer";1294;"P35462"
1956;"EGFR";29625053;"Multiple";"cancer";1295;"P00533"
1649;"DDIT3";14993899;"Multiple";"cancer";1296;"P0DPQ6"
1956;"EGFR";27158780;"Thoracic";"cancer";1297;"P00533"
1816;"DRD5";24120142;"Soft tissue";"cancer";1298;"P21918"
2033;"EP300";24390350;"Multiple";"cancer";1299;"Q09472"
1956;"EGFR";18772890;"Soft tissue";"cancer";1300;"P00533"
1649;"DDIT3";27311963;"Multiple";"cancer";1301;"P0DPQ6"
1816;"DRD5";28362259;"Multiple";"cancer";1302;"P21918"
1956;"EGFR";24120142;"Soft tissue";"cancer";1303;"P00533"
2033;"EP300";28098136;"Head and neck";"cancer";1304;"Q09472"
1823;"DSC1";22197931;"Skin";"cancer";1305;"Q08554"
1654;"DDX3X";29625053;"Multiple";"cancer";1306;"O00571"
1956;"EGFR";25079552;"Thoracic";"cancer";1307;"P00533"
2033;"EP300";24686850;"Core gastrointestinal";"cancer";1308;"Q09472"
1825;"DSC3";21804550;"Hematologic and lymphatic";"cancer";1309;"Q14574"
1654;"DDX3X";26928227;"Thoracic";"cancer";1310;"O00571"
1956;"EGFR";26061751;"Soft tissue";"cancer";1311;"P00533"
2033;"EP300";29489755;"Multiple";"cancer";1312;"Q09472"
1654;"DDX3X";26091043;"Skin";"cancer";1313;"O00571"
1956;"EGFR";26824661;"Soft tissue";"cancer";1314;"P00533"
2033;"EP300";31444325;"Hematologic and lymphatic";"cancer";1315;"Q09472"
2033;"EP300";27311963;"Multiple";"cancer";1316;"Q09472"
1828;"DSG1";23583981;"Soft tissue";"cancer";1317;"Q02413"
1956;"EGFR";18948947;"Thoracic";"cancer";1318;"P00533"
2033;"EP300";21390126;"Hematologic and lymphatic";"cancer";1319;"Q09472"
1956;"EGFR";14993899;"Multiple";"cancer";1320;"P00533"
1832;"DSP";29354286;"Multiple";"cancer";1321;"P15924"
1654;"DDX3X";14993899;"Multiple";"cancer";1322;"O00571"
2033;"EP300";21804550;"Hematologic and lymphatic";"cancer";1323;"Q09472"
1956;"EGFR";22980976;"Thoracic";"cancer";1324;"P00533"
2033;"EP300";28988769;"Urologic";"cancer";1325;"Q09472"
1956;"EGFR";22980975;"Thoracic";"cancer";1326;"P00533"
2033;"EP300";32494066;"Multiple";"cancer";1327;"Q09472"
1956;"EGFR";29945994;"Core gastrointestinal";"cancer";1328;"P00533"
1833;"EPYC";26790612;"Head and neck";"cancer";1329;"Q99645"
1654;"DDX3X";29489754;"Multiple";"cancer";1330;"O00571"
2033;"EP300";28112728;"Gynecologic";"cancer";1331;"Q09472"
1956;"EGFR";27687306;"Thoracic";"cancer";1332;"P00533"
1834;"DSPP";27311963;"Multiple";"cancer";1333;"Q9NZW4"
1654;"DDX3X";29354286;"Multiple";"cancer";1334;"O00571"
2033;"EP300";23539594;"Multiple";"cancer";1335;"Q09472"
1834;"DSPP";29590631;"Soft tissue";"cancer";1336;"Q9NZW4"
1654;"DDX3X";26192917;"Hematologic and lymphatic";"cancer";1337;"O00571"
2033;"EP300";26939876;"Gynecologic";"cancer";1338;"Q09472"
1654;"DDX3X";22832583;"Soft tissue";"cancer";1339;"O00571"
2033;"EP300";26625313;"Urologic";"cancer";1340;"Q09472"
2033;"EP300";26099045;"Gynecologic";"cancer";1341;"Q09472"
2033;"EP300";22237106;"Hematologic and lymphatic";"cancer";1342;"Q09472"
2033;"EP300";22237106;"Hematologic and lymphatic";"cancer";1343;"Q09472"
1956;"EGFR";20668451;"Thoracic";"cancer";1344;"P00533"
2033;"EP300";23583981;"Soft tissue";"cancer";1345;"Q09472"
1654;"DDX3X";23415222;"Hematologic and lymphatic";"cancer";1346;"O00571"
2034;"EPAS1";29625053;"Multiple";"cancer";1347;"Q99814"
1837;"DTNA";22158541;"Hematologic and lymphatic";"cancer";1348;"Q9Y4J8"
1654;"DDX3X";26466571;"Hematologic and lymphatic";"cancer";1349;"O00571"
2034;"EPAS1";28162975;"Endocrine";"cancer";1350;"Q99814"
1956;"EGFR";24132290;"Multiple";"cancer";1351;"P00533"
1654;"DDX3X";28128360;"Multiple";"cancer";1352;"O00571"
1840;"DTX1";29354286;"Multiple";"cancer";1353;"Q86Y01"
2034;"EPAS1";14993899;"Multiple";"cancer";1354;"Q99814"
1654;"DDX3X";24390350;"Multiple";"cancer";1355;"O00571"
1956;"EGFR";24390350;"Multiple";"cancer";1356;"P00533"
2035;"EPB41";31954095;"Multiple";"cancer";1357;"P11171"
1654;"DDX3X";30926794;"Hematologic and lymphatic";"cancer";1358;"O00571"
1956;"EGFR";25501392;"Multiple";"cancer";1359;"P00533"
2041;"EPHA1";20601955;"Soft tissue";"cancer";1360;"P21709"
1840;"DTX1";31444325;"Hematologic and lymphatic";"cancer";1361;"Q86Y01"
1956;"EGFR";24997986;"Developmental gastrointestinal";"cancer";1362;"P00533"
1840;"DTX1";31558468;"Hematologic and lymphatic";"cancer";1363;"Q86Y01"
2042;"EPHA3";29625053;"Multiple";"cancer";1364;"P29320"
1956;"EGFR";27311963;"Multiple";"cancer";1365;"P00533"
2042;"EPHA3";26824661;"Soft tissue";"cancer";1366;"P29320"
1956;"EGFR";26258846;"Developmental gastrointestinal";"cancer";1367;"P00533"
2042;"EPHA3";18948947;"Thoracic";"cancer";1368;"P29320"
1956;"EGFR";27135926;"Gynecologic";"cancer";1369;"P00533"
1654;"DDX3X";29489755;"Multiple";"cancer";1370;"O00571"
2042;"EPHA3";30718927;"Core gastrointestinal";"cancer";1371;"P29320"
1956;"EGFR";18772396;"Soft tissue";"cancer";1372;"P00533"
1840;"DTX1";31558468;"Hematologic and lymphatic";"cancer";1373;"Q86Y01"
1654;"DDX3X";27311963;"Multiple";"cancer";1374;"O00571"
2042;"EPHA3";14993899;"Multiple";"cancer";1375;"P29320"
1844;"DUSP2";22343534;"Hematologic and lymphatic";"cancer";1376;"Q05923"
1956;"EGFR";32025015;"Multiple";"cancer";1377;"P00533"
1654;"DDX3X";27311963;"Multiple";"cancer";1378;"O00571"
2042;"EPHA3";22980976;"Thoracic";"cancer";1379;"P29320"
1844;"DUSP2";31444325;"Hematologic and lymphatic";"cancer";1380;"Q05923"
1956;"EGFR";32494066;"Multiple";"cancer";1381;"P00533"
1654;"DDX3X";31558468;"Hematologic and lymphatic";"cancer";1382;"O00571"
2042;"EPHA3";24132290;"Multiple";"cancer";1383;"P29320"
1849;"DUSP7";21804550;"Hematologic and lymphatic";"cancer";1384;"Q16829"
1956;"EGFR";26437033;"Gynecologic";"cancer";1385;"P00533"
2042;"EPHA3";25501392;"Multiple";"cancer";1386;"P29320"
1956;"EGFR";23539594;"Multiple";"cancer";1387;"P00533"
2042;"EPHA3";26806338;"Core gastrointestinal";"cancer";1388;"P29320"
1956;"EGFR";27270107;"Soft tissue";"cancer";1389;"P00533"
2043;"EPHA4";24755198;"Skin";"cancer";1390;"P54764"
1852;"DUSP9";27311963;"Multiple";"cancer";1391;"Q99956"
1654;"DDX3X";31558468;"Hematologic and lymphatic";"cancer";1392;"O00571"
2044;"EPHA5";20601955;"Soft tissue";"cancer";1393;"P54756"
1956;"EGFR";24705251;"Soft tissue";"cancer";1394;"P00533"
1654;"DDX3X";22820256;"Soft tissue";"cancer";1395;"O00571"
2044;"EPHA5";18948947;"Thoracic";"cancer";1396;"P54756"
1956;"EGFR";25301631;"Thoracic";"cancer";1397;"P00533"
1852;"DUSP9";21804550;"Hematologic and lymphatic";"cancer";1398;"Q99956"
2044;"EPHA5";24908143;"Soft tissue";"cancer";1399;"P54756"
1859;"DYRK1A";26466571;"Hematologic and lymphatic";"cancer";1400;"Q13627"
1654;"DDX3X";22158541;"Hematologic and lymphatic";"cancer";1401;"O00571"
2044;"EPHA5";20668451;"Thoracic";"cancer";1402;"P54756"
1859;"DYRK1A";27311963;"Multiple";"cancer";1403;"Q13627"
1654;"DDX3X";32025015;"Multiple";"cancer";1404;"O00571"
2044;"EPHA5";27311963;"Multiple";"cancer";1405;"P54756"
1870;"E2F2";30926794;"Hematologic and lymphatic";"cancer";1406;"Q14209"
1958;"EGR1";28362259;"Multiple";"cancer";1407;"P18146"
1654;"DDX3X";23143595;"Hematologic and lymphatic";"cancer";1408;"O00571"
2045;"EPHA7";21798897;"Head and neck";"cancer";1409;"Q15375"
1958;"EGR1";31444325;"Hematologic and lymphatic";"cancer";1410;"P18146"
2045;"EPHA7";22610119;"Urologic";"cancer";1411;"Q15375"
1958;"EGR1";27311963;"Multiple";"cancer";1412;"P18146"
2045;"EPHA7";20601955;"Soft tissue";"cancer";1413;"Q15375"
1654;"DDX3X";22722829;"Soft tissue";"cancer";1414;"O00571"
1959;"EGR2";23415222;"Hematologic and lymphatic";"cancer";1415;"P11161"
2045;"EPHA7";14993899;"Multiple";"cancer";1416;"Q15375"
1654;"DDX3X";29617667;"Multiple";"cancer";1417;"O00571"
1959;"EGR2";26466571;"Hematologic and lymphatic";"cancer";1418;"P11161"
2045;"EPHA7";26939876;"Gynecologic";"cancer";1419;"Q15375"
1959;"EGR2";22158541;"Hematologic and lymphatic";"cancer";1420;"P11161"
2045;"EPHA7";24755198;"Skin";"cancer";1421;"Q15375"
1960;"EGR3";29625053;"Multiple";"cancer";1422;"Q06889"
1654;"DDX3X";21798893;"Head and neck";"cancer";1423;"O00571"
2047;"EPHB1";27311963;"Multiple";"cancer";1424;"P54762"
1960;"EGR3";24132290;"Multiple";"cancer";1425;"Q06889"
1654;"DDX3X";22150006;"Hematologic and lymphatic";"cancer";1426;"O00571"
2047;"EPHB1";22158541;"Hematologic and lymphatic";"cancer";1427;"P54762"
1964;"EIF1AX";29625053;"Multiple";"cancer";1428;"P47813"
2047;"EPHB1";26939876;"Gynecologic";"cancer";1429;"P54762"
1964;"EIF1AX";25417114;"Endocrine";"cancer";1430;"P47813"
2050;"EPHB4";20399149;"Soft tissue";"cancer";1431;"P54760"
1655;"DDX5";26824661;"Soft tissue";"cancer";1432;"P17844"
1964;"EIF1AX";26824661;"Soft tissue";"cancer";1433;"P47813"
2051;"EPHB6";24132290;"Multiple";"cancer";1434;"O15197"
1964;"EIF1AX";30107175;"Endocrine";"cancer";1435;"P47813"
1655;"DDX5";14993899;"Multiple";"cancer";1436;"P17844"
2054;"STX2";24390350;"Multiple";"cancer";1437;"P32856"
1964;"EIF1AX";26683228;"Skin";"cancer";1438;"P47813"
2058;"EPRS1";27687306;"Thoracic";"cancer";1439;"P07814"
2060;"EPS15";14993899;"Multiple";"cancer";1440;"P42566"
1964;"EIF1AX";25576899;"Endocrine";"cancer";1441;"P47813"
2064;"ERBB2";29625053;"Multiple";"cancer";1442;"P04626"
1871;"E2F3";25501392;"Multiple";"cancer";1443;"O00716"
1964;"EIF1AX";28810145;"Skin";"cancer";1444;"P47813"
2064;"ERBB2";26950094;"Skin";"cancer";1445;"P04626"
1879;"EBF1";14993899;"Multiple";"cancer";1446;"Q9UH73"
1964;"EIF1AX";32494066;"Multiple";"cancer";1447;"P47813"
2064;"ERBB2";27158780;"Thoracic";"cancer";1448;"P04626"
2066;"ERBB4";29625053;"Multiple";"cancer";1449;"Q15303"
1879;"EBF1";29489755;"Multiple";"cancer";1450;"Q9UH73"
1964;"EIF1AX";31253977;"Skin";"cancer";1451;"P47813"
2064;"ERBB2";18772890;"Soft tissue";"cancer";1452;"P04626"
1879;"EBF1";24362818;"Hematologic and lymphatic";"cancer";1453;"Q9UH73"
1969;"EPHA2";29625053;"Multiple";"cancer";1454;"P29317"
1969;"EPHA2";30718927;"Core gastrointestinal";"cancer";1455;"P29317"
1880;"GPR183";26437031;"Hematologic and lymphatic";"cancer";1456;"P32249"
1969;"EPHA2";24390350;"Multiple";"cancer";1457;"P29317"
2064;"ERBB2";25079317;"Core gastrointestinal";"cancer";1458;"P04626"
2066;"ERBB4";20601955;"Soft tissue";"cancer";1459;"Q15303"
1969;"EPHA2";27311963;"Multiple";"cancer";1460;"P29317"
1880;"GPR183";18987736;"Hematologic and lymphatic";"cancer";1461;"P32249"
2064;"ERBB2";26451490;"Gynecologic";"cancer";1462;"P04626"
2066;"ERBB4";18948947;"Thoracic";"cancer";1463;"Q15303"
1969;"EPHA2";32025015;"Multiple";"cancer";1464;"P29317"
2066;"ERBB4";14993899;"Multiple";"cancer";1465;"Q15303"
1973;"EIF4A1";26192917;"Hematologic and lymphatic";"cancer";1466;"P60842"
2066;"ERBB4";29354286;"Multiple";"cancer";1467;"Q15303"
1973;"EIF4A1";31558468;"Hematologic and lymphatic";"cancer";1468;"P60842"
2064;"ERBB2";28297679;"Developmental gastrointestinal";"cancer";1469;"P04626"
1894;"ECT2";26258846;"Developmental gastrointestinal";"cancer";1470;"Q9H8V3"
2066;"ERBB4";29945994;"Core gastrointestinal";"cancer";1471;"Q15303"
1974;"EIF4A2";30606723;"Hematologic and lymphatic";"cancer";1472;"Q14240"
2064;"ERBB2";30718927;"Core gastrointestinal";"cancer";1473;"P04626"
1901;"S1PR1";26437031;"Hematologic and lymphatic";"cancer";1474;"P21453"
2066;"ERBB4";20668451;"Thoracic";"cancer";1475;"Q15303"
2064;"ERBB2";14993899;"Multiple";"cancer";1476;"P04626"
1902;"LPAR1";27311963;"Multiple";"cancer";1477;"Q92633"
2064;"ERBB2";27348297;"Gynecologic";"cancer";1478;"P04626"
2066;"ERBB4";24132290;"Multiple";"cancer";1479;"Q15303"
1974;"EIF4A2";24132290;"Multiple";"cancer";1480;"Q14240"
2066;"ERBB4";25501392;"Multiple";"cancer";1481;"Q15303"
1984;"EIF5A";27311963;"Multiple";"cancer";1482;"P63241"
2066;"ERBB4";24997986;"Developmental gastrointestinal";"cancer";1483;"Q15303"
1910;"EDNRB";22810696;"Core gastrointestinal";"cancer";1484;"P24530"
1990;"CELA1";26941397;"Endocrine";"cancer";1485;"Q9UNI1"
2066;"ERBB4";32494066;"Multiple";"cancer";1486;"Q15303"
1993;"ELAVL2";22941189;"Thoracic";"cancer";1487;"Q12926"
1912;"PHC2";22158541;"Hematologic and lymphatic";"cancer";1488;"Q8IXK0"
2066;"ERBB4";26437033;"Gynecologic";"cancer";1489;"Q15303"
2064;"ERBB2";24121792;"Urologic";"cancer";1490;"P04626"
1993;"ELAVL2";29617667;"Multiple";"cancer";1491;"Q12926"
2066;"ERBB4";26939876;"Gynecologic";"cancer";1492;"Q15303"
2064;"ERBB2";28296713;"Skin";"cancer";1493;"P04626"
1994;"ELAVL1";29617667;"Multiple";"cancer";1494;"Q15717"
2066;"ERBB4";24755198;"Skin";"cancer";1495;"Q15303"
1915;"EEF1A1";29625053;"Multiple";"cancer";1496;"P68104"
2064;"ERBB2";29945994;"Core gastrointestinal";"cancer";1497;"P04626"
2068;"ERCC2";29625053;"Multiple";"cancer";1498;"P18074"
1915;"EEF1A1";26824661;"Soft tissue";"cancer";1499;"P68104"
2064;"ERBB2";25576899;"Endocrine";"cancer";1500;"P04626"
2068;"ERCC2";24121791;"Urologic";"cancer";1501;"P18074"
1915;"EEF1A1";29617667;"Multiple";"cancer";1502;"P68104"
2064;"ERBB2";24390350;"Multiple";"cancer";1503;"P04626"
2068;"ERCC2";24476821;"Urologic";"cancer";1504;"P18074"
1995;"ELAVL3";26790612;"Head and neck";"cancer";1505;"Q14576"
1996;"ELAVL4";29617667;"Multiple";"cancer";1506;"P26378"
2068;"ERCC2";25401301;"Urologic";"cancer";1507;"P18074"
1915;"EEF1A1";28622513;"Developmental gastrointestinal";"cancer";1508;"P68104"
1997;"ELF1";29489755;"Multiple";"cancer";1509;"P32519"
2068;"ERCC2";14993899;"Multiple";"cancer";1510;"P18074"
1999;"ELF3";29625053;"Multiple";"cancer";1511;"P78545"
2068;"ERCC2";24121792;"Urologic";"cancer";1512;"P18074"
1999;"ELF3";24476821;"Urologic";"cancer";1513;"P78545"
2064;"ERBB2";25501392;"Multiple";"cancer";1514;"P04626"
2068;"ERCC2";24132290;"Multiple";"cancer";1515;"P18074"
2064;"ERBB2";24997986;"Developmental gastrointestinal";"cancer";1516;"P04626"
2068;"ERCC2";24390350;"Multiple";"cancer";1517;"P18074"
2064;"ERBB2";24952746;"Head and neck";"cancer";1518;"P04626"
2068;"ERCC2";28988769;"Urologic";"cancer";1519;"P18074"
2175;"FANCA";26632267;"Soft tissue";"cancer";1520;"O15360"
2064;"ERBB2";29622466;"Core gastrointestinal";"cancer";1521;"P04626"
2070;"EYA4";25079317;"Core gastrointestinal";"cancer";1522;"O95677"
2175;"FANCA";27063598;"Hematologic and lymphatic";"cancer";1523;"O15360"
1999;"ELF3";28297679;"Developmental gastrointestinal";"cancer";1524;"P78545"
2071;"ERCC3";14993899;"Multiple";"cancer";1525;"P19447"
2176;"FANCC";14993899;"Multiple";"cancer";1526;"Q00597"
2072;"ERCC4";14993899;"Multiple";"cancer";1527;"Q92889"
2064;"ERBB2";27311963;"Multiple";"cancer";1528;"P04626"
2177;"FANCD2";14993899;"Multiple";"cancer";1529;"Q9BXW9"
2178;"FANCE";14993899;"Multiple";"cancer";1530;"Q9HB96"
2185;"PTK2B";20601955;"Soft tissue";"cancer";1531;"Q14289"
2072;"ERCC4";27135926;"Gynecologic";"cancer";1532;"Q92889"
2064;"ERBB2";27135926;"Gynecologic";"cancer";1533;"P04626"
2072;"ERCC4";30755618;"Urologic";"cancer";1534;"Q92889"
1999;"ELF3";30718927;"Core gastrointestinal";"cancer";1535;"P78545"
2064;"ERBB2";27161491;"Gynecologic";"cancer";1536;"P04626"
2073;"ERCC5";14993899;"Multiple";"cancer";1537;"P28715"
1999;"ELF3";14993899;"Multiple";"cancer";1538;"P78545"
2064;"ERBB2";28988769;"Urologic";"cancer";1539;"P04626"
2074;"ERCC6";22484628;"Core gastrointestinal";"cancer";1540;"P0DP91"
1999;"ELF3";27149842;"Core gastrointestinal";"cancer";1541;"P78545"
2064;"ERBB2";32494066;"Multiple";"cancer";1542;"P04626"
2077;"ERF";26000489;"Urologic";"cancer";1543;"P50548"
2186;"BPTF";24121791;"Urologic";"cancer";1544;"Q12830"
2078;"ERG";22981675;"Urologic";"cancer";1545;"P11308"
2186;"BPTF";22634756;"Developmental gastrointestinal";"cancer";1546;"Q12830"
2078;"ERG";28256603;"Head and neck";"cancer";1547;"P11308"
2064;"ERBB2";26343386;"Skin";"cancer";1548;"P04626"
2188;"FANCF";14993899;"Multiple";"cancer";1549;"Q9NPI8"
1999;"ELF3";26804919;"Core gastrointestinal";"cancer";1550;"P78545"
2078;"ERG";27087322;"Urologic";"cancer";1551;"P11308"
2189;"FANCG";14993899;"Multiple";"cancer";1552;"O15287"
2078;"ERG";14993899;"Multiple";"cancer";1553;"P11308"
2192;"FBLN1";27311963;"Multiple";"cancer";1554;"P23142"
2078;"ERG";29489755;"Multiple";"cancer";1555;"P11308"
2064;"ERBB2";22722201;"Gynecologic";"cancer";1556;"P04626"
2195;"FAT1";26934577;"Head and neck";"cancer";1557;"Q14517"
1999;"ELF3";24121792;"Urologic";"cancer";1558;"P78545"
2078;"ERG";26939876;"Gynecologic";"cancer";1559;"P11308"
2195;"FAT1";29625053;"Multiple";"cancer";1560;"Q14517"
2064;"ERBB2";28052061;"Core gastrointestinal";"cancer";1561;"P04626"
1999;"ELF3";28667006;"Developmental gastrointestinal";"cancer";1562;"P78545"
2099;"ESR1";29625053;"Multiple";"cancer";1563;"P03372"
2195;"FAT1";27158780;"Thoracic";"cancer";1564;"Q14517"
2064;"ERBB2";23539594;"Multiple";"cancer";1565;"P04626"
1999;"ELF3";24132290;"Multiple";"cancer";1566;"P78545"
2099;"ESR1";23636398;"Gynecologic";"cancer";1567;"P03372"
2195;"FAT1";25631445;"Head and neck";"cancer";1568;"Q14517"
1999;"ELF3";24390350;"Multiple";"cancer";1569;"P78545"
2099;"ESR1";14993899;"Multiple";"cancer";1570;"P03372"
2195;"FAT1";28548104;"Core gastrointestinal";"cancer";1571;"Q14517"
2099;"ESR1";27348297;"Gynecologic";"cancer";1572;"P03372"
2195;"FAT1";27325650;"Urologic";"cancer";1573;"Q14517"
2064;"ERBB2";30755618;"Urologic";"cancer";1574;"P04626"
2099;"ESR1";28027327;"Gynecologic";"cancer";1575;"P03372"
1999;"ELF3";25501392;"Multiple";"cancer";1576;"P78545"
2195;"FAT1";14993899;"Multiple";"cancer";1577;"Q14517"
2064;"ERBB2";26806338;"Core gastrointestinal";"cancer";1578;"P04626"
2099;"ESR1";27311963;"Multiple";"cancer";1579;"P03372"
2195;"FAT1";25151357;"Core gastrointestinal";"cancer";1580;"Q14517"
1999;"ELF3";29622466;"Core gastrointestinal";"cancer";1581;"P78545"
2099;"ESR1";27135926;"Gynecologic";"cancer";1582;"P03372"
2195;"FAT1";29945994;"Core gastrointestinal";"cancer";1583;"Q14517"
2064;"ERBB2";26099045;"Gynecologic";"cancer";1584;"P04626"
2195;"FAT1";24390350;"Multiple";"cancer";1585;"Q14517"
2065;"ERBB3";29625053;"Multiple";"cancer";1586;"P21860"
2195;"FAT1";24686850;"Core gastrointestinal";"cancer";1587;"Q14517"
1999;"ELF3";26258846;"Developmental gastrointestinal";"cancer";1588;"P78545"
2065;"ERBB3";24476821;"Urologic";"cancer";1589;"P21860"
2195;"FAT1";24952746;"Head and neck";"cancer";1590;"Q14517"
1999;"ELF3";24390348;"Gynecologic";"cancer";1591;"P78545"
2195;"FAT1";26608593;"Hematologic and lymphatic";"cancer";1592;"Q14517"
2195;"FAT1";27311963;"Multiple";"cancer";1593;"Q14517"
2065;"ERBB3";28522256;"Core gastrointestinal";"cancer";1594;"P21860"
2099;"ESR1";24185510;"Gynecologic";"cancer";1595;"P03372"
2195;"FAT1";27058444;"Core gastrointestinal";"cancer";1596;"Q14517"
1999;"ELF3";32025015;"Multiple";"cancer";1597;"P78545"
2065;"ERBB3";14993899;"Multiple";"cancer";1598;"P21860"
2099;"ESR1";32494066;"Multiple";"cancer";1599;"P03372"
2195;"FAT1";28988769;"Urologic";"cancer";1600;"Q14517"
1999;"ELF3";28988769;"Urologic";"cancer";1601;"P78545"
2099;"ESR1";24185512;"Gynecologic";"cancer";1602;"P03372"
2195;"FAT1";27313181;"Core gastrointestinal";"cancer";1603;"Q14517"
1999;"ELF3";24816253;"Core gastrointestinal";"cancer";1604;"P78545"
2104;"ESRRG";27064257;"Developmental gastrointestinal";"cancer";1605;"P62508"
2195;"FAT1";21798893;"Head and neck";"cancer";1606;"Q14517"
2065;"ERBB3";27348297;"Gynecologic";"cancer";1607;"P21860"
2113;"ETS1";30606723;"Hematologic and lymphatic";"cancer";1608;"P14921"
2195;"FAT1";26536169;"Urologic";"cancer";1609;"Q14517"
2065;"ERBB3";26804919;"Core gastrointestinal";"cancer";1610;"P21860"
2113;"ETS1";21796119;"Hematologic and lymphatic";"cancer";1611;"P14921"
2195;"FAT1";28551381;"Core gastrointestinal";"cancer";1612;"Q14517"
2113;"ETS1";31558468;"Hematologic and lymphatic";"cancer";1613;"P14921"
2196;"FAT2";29489754;"Multiple";"cancer";1614;"Q9NYQ8"
2113;"ETS1";31558468;"Hematologic and lymphatic";"cancer";1615;"P14921"
2196;"FAT2";24686850;"Core gastrointestinal";"cancer";1616;"Q9NYQ8"
2115;"ETV1";14993899;"Multiple";"cancer";1617;"P50549"
2196;"FAT2";24952746;"Head and neck";"cancer";1618;"Q9NYQ8"
2065;"ERBB3";21822268;"Urologic";"cancer";1619;"P21860"
2117;"ETV3";27311963;"Multiple";"cancer";1620;"P41162"
2196;"FAT2";21796119;"Hematologic and lymphatic";"cancer";1621;"Q9NYQ8"
2065;"ERBB3";24121792;"Urologic";"cancer";1622;"P21860"
1999;"ELF3";30755618;"Urologic";"cancer";1623;"P78545"
2118;"ETV4";14993899;"Multiple";"cancer";1624;"P43268"
2196;"FAT2";27058444;"Core gastrointestinal";"cancer";1625;"Q9NYQ8"
1999;"ELF3";26806338;"Core gastrointestinal";"cancer";1626;"P78545"
2119;"ETV5";14993899;"Multiple";"cancer";1627;"P41161"
2196;"FAT2";22156295;"Developmental gastrointestinal";"cancer";1628;"Q9NYQ8"
2120;"ETV6";14993899;"Multiple";"cancer";1629;"P41212"
2199;"FBLN2";26909576;"Developmental gastrointestinal";"cancer";1630;"P98095"
2120;"ETV6";22343534;"Hematologic and lymphatic";"cancer";1631;"P41212"
2065;"ERBB3";29945994;"Core gastrointestinal";"cancer";1632;"P21860"
2199;"FBLN2";14993899;"Multiple";"cancer";1633;"P98095"
2000;"ELF4";14993899;"Multiple";"cancer";1634;"Q99607"
2120;"ETV6";29489755;"Multiple";"cancer";1635;"P41212"
2201;"FBN2";29489754;"Multiple";"cancer";1636;"P35556"
2000;"ELF4";26466571;"Hematologic and lymphatic";"cancer";1637;"Q99607"
2120;"ETV6";27063598;"Hematologic and lymphatic";"cancer";1638;"P41212"
2205;"FCER1A";21499247;"Skin";"cancer";1639;"P12319"
2000;"ELF4";25501392;"Multiple";"cancer";1640;"Q99607"
2065;"ERBB3";20668451;"Gynecologic";"cancer";1641;"P21860"
2120;"ETV6";24413735;"Hematologic and lymphatic";"cancer";1642;"P41212"
2065;"ERBB3";24390350;"Multiple";"cancer";1643;"P21860"
2120;"ETV6";32024818;"Multiple";"cancer";1644;"P41212"
2001;"ELF5";27311963;"Multiple";"cancer";1645;"Q9UKW6"
2213;"FCGR2B";14993899;"Multiple";"cancer";1646;"P31994"
2065;"ERBB3";30132154;"Core gastrointestinal";"cancer";1647;"P21860"
2214;"FCGR3A";28362259;"Multiple";"cancer";1648;"P08637"
2120;"ETV6";26939876;"Gynecologic";"cancer";1649;"P41212"
2065;"ERBB3";24997986;"Developmental gastrointestinal";"cancer";1650;"P21860"
2230;"FDX1";30606723;"Hematologic and lymphatic";"cancer";1651;"P10109"
2005;"ELK4";14993899;"Multiple";"cancer";1652;"P28324"
2065;"ERBB3";24952746;"Head and neck";"cancer";1653;"P21860"
2120;"ETV6";22237106;"Hematologic and lymphatic";"cancer";1654;"P41212"
2230;"FDX1";31954095;"Multiple";"cancer";1655;"P10109"
2122;"MECOM";29625053;"Multiple";"cancer";1656;"Q03112"
2232;"FDXR";27311963;"Multiple";"cancer";1657;"P22570"
2237;"FEN1";28256603;"Head and neck";"cancer";1658;"P39748"
2065;"ERBB3";22327622;"Core gastrointestinal";"cancer";1659;"P21860"
2237;"FEN1";14993899;"Multiple";"cancer";1660;"P39748"
2122;"MECOM";23636398;"Gynecologic";"cancer";1661;"Q03112"
2242;"FES";14993899;"Multiple";"cancer";1662;"P07332"
2122;"MECOM";14993899;"Multiple";"cancer";1663;"Q03112"
2243;"FGA";24120142;"Soft tissue";"cancer";1664;"P02671"
2006;"ELN";18772397;"Developmental gastrointestinal";"cancer";1665;"P15502"
2244;"FGB";27311963;"Multiple";"cancer";1666;"P02675"
2011;"MARK2";26909576;"Developmental gastrointestinal";"cancer";1667;"Q7KZI7"
2122;"MECOM";27348297;"Gynecologic";"cancer";1668;"Q03112"
2247;"FGF2";28452984;"Hematologic and lymphatic";"cancer";1669;"P09038"
2011;"MARK2";27149842;"Core gastrointestinal";"cancer";1670;"Q7KZI7"
