"drivers_id";"driver_type";"primary_site";"cancer_type";"method"
1574;"cancer";"bladder";"bladder_cancer";"Recurrence-based"
1575;"cancer";"breast";"breast_cancer";"MutSig"
1576;"cancer";"multiple";"pan-cancer_adult";"HOTNET2"
1577;"cancer";"multiple";"";"-"
1578;"cancer";"small_intestine";"ampullary_adenocarcinoma";"Recurrence-based"
1579;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
1580;"cancer";"esophagus";"esophageal_squamous_carcinoma";"MutSig"
1581;"cancer";"pan-gastric";"pan-gastric";"MutSig2CV"
1582;"cancer";"breast";"breast_cancer";"Paper-specific"
1583;"cancer";"stomach";"gastric_adenocarcinoma";"Recurrence-based"
1584;"cancer";"breast";"breast_cancer";"Recurrence-based, Literature-based"
1585;"cancer";"multiple";"pan-cancer_adult";"MutSig"
1586;"cancer";"multiple";"pan-cancer_adult";"PanSoftWare"
1587;"cancer";"esophagus";"esophageal_squamous_carcinoma";"MutSig"
1588;"cancer";"hepatobiliary";"biliary_tract_cancer";"MutSig"
1589;"cancer";"bladder";"bladder_cancer";"MutSig"
1590;"cancer";"head_and_neck";"nasopharyngeal_carcinoma";"MutSig"
1591;"cancer";"cervix";"cervical_cancer_(all_histologies)";"MutSig"
1592;"cancer";"blood";"diffuse_large_B-cell_lymphoma";"MuSiC"
1593;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
1594;"cancer";"stomach";"diffuse_gastric_adenocarcinoma";"MutSig"
1595;"cancer";"breast";"breast_cancer";"Recurrence-based"
1596;"cancer";"esophagus";"esophageal_squamous_carcinoma";"MutSig"
1597;"cancer";"multiple";"pan-cancer_adult";"ActiveDriverWGS, CompositeDriver, DriverPower, dNdScv, ExInAtor, LARVA, MutSig, NBR, ncdDetect, ncDriver, OncodriveFML, regDriver"
1598;"cancer";"multiple";"";"-"
1599;"cancer";"multiple";"";""
1600;"cancer";"bladder";"bladder_cancer";"MutSig"
1601;"cancer";"bladder";"bladder_cancer";"MutSig"
1602;"cancer";"breast";"breast_cancer";"Recurrence-based"
1603;"cancer";"stomach";"mucinous_gastric_cancer";"Recurrence-based"
1604;"cancer";"stomach";"gastric_adenocarcinoma";"Youn-based"
1605;"cancer";"hepatobiliary";"hepatocellular_carcinoma, cholangiocarcinoma";"Literature-based"
1606;"cancer";"head_and_neck";"squamous_head_and_neck_cancer";"MutSig"
1607;"cancer";"uterus";"endometrial_cancer";"MutSig"
1608;"cancer";"blood";"dlblc, follicular_lymphoma";"Paper-specific"
1609;"cancer";"kidney";"papillary_renal_cell_carcinoma";"MutSig"
1610;"cancer";"small_intestine";"ampullary_adenocarcinoma";"MutSig"
1611;"cancer";"blood";"non-Hodgkin_lymphoma";"Greenman-based"
1612;"cancer";"colorectal";"colorectal_adenocarcinoma";"Recurrence-based"
1613;"cancer";"blood";"burkitt lymphoma";"MutSigCV, HotNet2, Literature-based"
1614;"cancer";"multiple";"pan-cancer_paediatric";"MuSiC"
1615;"cancer";"blood";"burkitt lymphoma";"MutSigCV, HotNet2, Literature-based"
1616;"cancer";"esophagus";"esophageal_squamous_carcinoma";"MutSig"
1617;"cancer";"multiple";"";"-"
1618;"cancer";"head_and_neck";"nasopharyngeal_carcinoma";"MutSig"
1619;"cancer";"bladder";"bladder_cancer";"Wood-based, Recurrence-based"
1620;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
1621;"cancer";"blood";"non-Hodgkin_lymphoma";"Greenman-based"
1622;"cancer";"bladder";"bladder_cancer";"Wood-based"
1623;"cancer";"bladder";"bladder_cancer";"Recurrence-based"
1624;"cancer";"multiple";"";"-"
1625;"cancer";"esophagus";"esophageal_squamous_carcinoma";"MutSig"
1626;"cancer";"small_intestine";"ampullary_adenocarcinoma";"Recurrence-based"
1627;"cancer";"multiple";"";"-"
1628;"cancer";"pancreas";"pancreatic_ductal_adenocarcinoma";"Recurrence-based"
1629;"cancer";"multiple";"";"-"
1630;"cancer";"pancreas";"pancreatic_cancer_(all_histologies)";"HOTNET2, OncodriveFM, MutSig"
1631;"cancer";"blood";"diffuse_large_B-cell_lymphoma";"MutSig"
1632;"cancer";"stomach";"gastric_adenocarcinoma";"Recurrence-based"
1633;"cancer";"multiple";"";"-"
1634;"cancer";"multiple";"";"-"
1635;"cancer";"multiple";"pan-cancer_paediatric";"GRIN, MutSig"
1636;"cancer";"multiple";"pan-cancer_paediatric";"MuSiC"
1637;"cancer";"blood";"chronic_lymphocytic_leukemia";"MutSig"
1638;"cancer";"blood";"acute_promyelocytic_leukemia";"Recurrence-based"
1639;"cancer";"skin";"melanoma";"Paper-specific"
1640;"cancer";"multiple";"pan-cancer_adult";"HOTNET2"
1641;"cancer";"breast";"breast_cancer";"Wood-based"
1642;"cancer";"blood";"acute_lymphoblastic_leukemia";"Greenman-based"
1643;"cancer";"multiple";"pan-cancer_adult";"MutSig"
1644;"cancer";"multiple";"pan-cancer_adult";"DriverPower"
1645;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
1646;"cancer";"multiple";"";"-"
1647;"cancer";"stomach";"gastric_cancer";"Recurrence-based"
1648;"cancer";"multiple";"pan-cancer_adult";"ncdDetect"
1649;"cancer";"breast";"triple_negative_breast_cancer";"Recurrence-based, Paper-specific"
1650;"cancer";"hepatobiliary";"gallbladder_carcinoma";"MutSig"
1651;"cancer";"blood";"dlblc, follicular_lymphoma";"Paper-specific"
1652;"cancer";"multiple";"";"-"
1653;"cancer";"head_and_neck";"nasopharyngeal_carcinoma";"MutSig"
1654;"cancer";"blood";"acute_lymphoblastic_leukemia";"Recurrence-based"
1655;"cancer";"multiple";"pan-cancer_adult";"ActiveDriverWGS"
1656;"cancer";"multiple";"pan-cancer_adult";"PanSoftWare"
1657;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
1658;"cancer";"head_and_neck";"nasopharyngeal_carcinoma";"Literature-based, Paper-specific"
1659;"cancer";"colorectal";"colorectal_adenocarcinoma";"Recurrence-based"
1660;"cancer";"multiple";"";"-"
1661;"cancer";"uterus";"endometrial_cancer";"MuSiC"
1662;"cancer";"multiple";"";"-"
1663;"cancer";"multiple";"";"-"
1664;"cancer";"brain";"glioblastoma";"InVEx, MutSig"
1665;"cancer";"pancreas";"pancreatic_ductal_adenocarcinoma";"Wood-based"
1666;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
1667;"cancer";"pancreas";"pancreatic_cancer_(all_histologies)";"HOTNET2, OncodriveFM, MutSig"
1668;"cancer";"uterus";"endometrial_cancer";"MutSig"
1669;"cancer";"blood";"chronic_myeloid_leukemia";"Recurrence-based, Literature-based"
1670;"cancer";"colorectal";"colorectal_adenocarcinoma";"MutSig"
1671;"cancer";"blood";"acute_lymphocytic_leukemia";"Recurrence-based"
1672;"cancer";"multiple";"pan-cancer_adult";"MuSiC"
1673;"cancer";"multiple";"pan-cancer_adult";"PanSoftWare"
1674;"cancer";"multiple";"pan-cancer_adult";"ncdDetect"
1675;"cancer";"peripheral_nervous_system";"neuroblastoma";"Paper-specific"
1676;"cancer";"brain";"astrocytoma";"Recurrence-based"
1677;"cancer";"multiple";"";"-"
1678;"cancer";"pancreas";"pancreatic_ductal_adenocarcinoma";"Wood-based"
1679;"cancer";"multiple";"pan-cancer_paediatric";"MuSiC"
1680;"cancer";"multiple";"pan-cancer_adult";"ncdDetect"
1681;"cancer";"brain";"astrocytoma";"MuSiC"
1682;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
1683;"cancer";"hepatobiliary";"biliary_tract_cancer";"MutSig"
1684;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
1685;"cancer";"multiple";"";""
1686;"cancer";"multiple";"pan-cancer_adult";"PanSoftWare"
1687;"cancer";"breast";"breast_cancer";"Paper-specific"
1688;"cancer";"pan-gynecological and breast";"pan-gynecological and breast";"MutSigCV, 20/20"
1689;"cancer";"bladder";"bladder_cancer";"MutSig"
1690;"cancer";"bladder";"bladder_cancer";"MutSig"
1691;"cancer";"breast";"triple_negative_breast_cancer";"Recurrence-based, Paper-specific"
1692;"cancer";"multiple";"";""
1693;"cancer";"brain";"paediatric_low_grade_glioma";"MuSiC, Paper-specific"
1694;"cancer";"cervix";"cervical_cancer_(all_histologies)";"MutSig"
1695;"cancer";"brain";"glioma";"Recurrence-based"
1696;"cancer";"breast";"triple_negative_breast_cancer";"Recurrence-based, Paper-specific"
1697;"cancer";"multiple";"pan-cancer_adult";"PanSoftWare"
1698;"cancer";"skin";"skin_basal_cell_carcinoma";"MutSig, TumOnc"
1699;"cancer";"bladder";"bladder_cancer";"MutSig"
1700;"cancer";"small_intestine";"ampullary_adenocarcinoma";"Recurrence-based"
1701;"cancer";"bladder";"bladder_cancer";"MutSig"
1702;"cancer";"multiple";"";"-"
1703;"cancer";"bladder";"bladder_cancer";"Wood-based, Recurrence-based"
1704;"cancer";"bladder";"bladder_cancer";"Wood-based"
1705;"cancer";"blood";"burkitt lymphoma";"IntOGen"
1706;"cancer";"multiple";"";"-"
1707;"cancer";"blood";"non-Hodgkin_lymphoma";"Greenman-based"
1708;"cancer";"blood";"chronic_lymphocytic_leukemia";"MutSig"
1709;"cancer";"blood";"burkitt lymphoma";"MutSigCV, HotNet2, Literature-based"
1710;"cancer";"multiple";"";"-"
1711;"cancer";"multiple";"";"-"
1712;"cancer";"blood";"burkitt lymphoma";"MutSigCV, HotNet2, Literature-based"
1713;"cancer";"lung";"lung_adenocarcinoma";"InVEx"
1714;"cancer";"multiple";"";"-"
1715;"cancer";"multiple";"pan-cancer_adult";"MuSiC"
1716;"cancer";"breast";"breast_cancer";"Recurrence-based"
1717;"cancer";"multiple";"pan-cancer_adult";"MutSig"
1718;"cancer";"breast";"breast_cancer";"Wood-based"
1719;"cancer";"breast";"breast_cancer";"SeqSig"
1720;"cancer";"blood";"multiple_myeloma";"dNdScv"
1721;"cancer";"multiple";"pan-cancer_paediatric";"MuSiC"
1722;"cancer";"hepatobiliary";"biliary_tract_cancer";"MutSig"
1723;"cancer";"multiple";"pan-cancer_adult";"MutSig"
1724;"cancer";"esophagus";"esophageal_squamous_carcinoma";"MutSig"
1725;"cancer";"multiple";"pan-cancer_adult";"ncDriver"
1726;"cancer";"esophagus";"esophageal_squamous_carcinoma";"MutSig"
1727;"cancer";"multiple";"pan-cancer_adult";"MutSig"
1728;"cancer";"pancreas";"pancreatic_ductal_adenocarcinoma";"MutSig"
1729;"cancer";"multiple";"pan-cancer_adult";"PanSoftWare"
1730;"cancer";"blood";"dlblc, follicular_lymphoma";"Paper-specific"
1731;"cancer";"blood";"acute_myeloid_leukemia";"MuSiC"
1732;"cancer";"multiple";"";"-"
1733;"cancer";"bladder";"bladder_cancer";"MutSig"
1734;"cancer";"multiple";"";"-"
1735;"cancer";"multiple";"";""
1736;"cancer";"esophagus";"esophageal_squamous_carcinoma";"MutSig"
1737;"cancer";"blood";"dlblc, follicular_lymphoma";"Paper-specific"
1738;"cancer";"multiple";"";"-"
1739;"cancer";"lung";"small_cell_lung_cancer";"Paper-specific"
1740;"cancer";"multiple";"pan-cancer_adult";"PanSoftWare"
1741;"cancer";"bladder";"bladder_cancer";"MutSig"
1742;"cancer";"blood";"acute_myeloid_leukemia";"Recurrence-based"
1743;"cancer";"bladder";"bladder_cancer";"Wood-based, Recurrence-based"
1744;"cancer";"multiple";"";"-"
1745;"cancer";"breast";"breast_fibroepithelial_tumours";"Recurrence-based"
1746;"cancer";"brain";"paediatric_low_grade_glioma";"MuSiC, Paper-specific"
1747;"cancer";"bladder";"bladder_cancer";"Wood-based"
1748;"cancer";"multiple";"";"-"
1749;"cancer";"bladder";"bladder_cancer";"Recurrence-based"
1750;"cancer";"blood";"acute_lymphocytic_leukemia";"Recurrence-based"
1751;"cancer";"stomach";"gastric_adenocarcinoma";"Recurrence-based"
1752;"cancer";"multiple";"pan-cancer_adult";"PanSoftWare"
1753;"cancer";"multiple";"pan-cancer_adult";"MuSiC"
1754;"cancer";"blood";"acute_myeloid_leukemia";"MuSiC"
1755;"cancer";"blood";"follicular_lymphoma";"MuSiC"
1756;"cancer";"brain";"paediatric_low_grade_glioma";"MuSiC, Paper-specific"
1757;"cancer";"multiple";"";"-"
1758;"cancer";"blood";"natural_killer/T_cell_lymphoma";"MuSiC"
1759;"cancer";"bladder";"bladder_cancer";"MutSig"
1760;"cancer";"multiple";"pan-cancer_paediatric";"MuSiC"
1761;"cancer";"multiple";"";"-"
1762;"cancer";"pancreas";"pancreatic_ductal_adenocarcinoma";"Wood-based"
1763;"cancer";"blood";"acute_lymphocytic_leukemia";"Recurrence-based"
1764;"cancer";"multiple";"pan-cancer_adult";"MutSig"
1765;"cancer";"multiple";"pan-cancer_adult";"PanSoftWare"
1766;"cancer";"multiple";"pan-cancer_adult";"MuSiC"
1767;"cancer";"multiple";"pan-cancer_adult";"ncDriver"
1768;"cancer";"lung";"lung_cancer_(all_histologies)";"Wood-based"
1769;"cancer";"blood";"diffuse_large_B-cell_lymphoma";"MutSig"
1770;"cancer";"hepatobiliary";"cholangiocarcinoma";"MutSig"
1771;"cancer";"multiple";"pan-cancer_adult";"MuSiC"
1772;"cancer";"multiple";"pan-cancer_paediatric";"GRIN, MutSig"
1773;"cancer";"blood";"T-cell_leukemia/lymphoma";"MutSig"
1774;"cancer";"multiple";"pan-cancer_adult";"MutSig"
1775;"cancer";"blood";"chronic_myelomonocytic_leukemia";"Recurrence-based"
1776;"cancer";"blood";"acute_myeloid_leukemia";"Literature-based"
1777;"cancer";"blood";"follicular_lymphoma";"MuSiC"
1778;"cancer";"multiple";"pan-cancer_paediatric";"GRIN, MutSig"
1779;"cancer";"multiple";"";"-"
1780;"cancer";"blood";"acute_promyelocytic_leukemia";"Recurrence-based"
1781;"cancer";"uterus";"endometrial_cancer";"MutSig"
1782;"cancer";"blood";"chronic_myelomonocytic_leukemia";"DrGap"
1783;"cancer";"blood";"acute_promyelocytic_leukemia";"Recurrence-based"
1784;"cancer";"hepatobiliary";"cholangiocarcinoma";"Wood-based"
1785;"cancer";"blood";"non-Hodgkin_lymphoma";"Greenman-based"
1786;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
1787;"cancer";"blood";"acute_lymphoblastic_leukemia";"MutSig"
1788;"cancer";"multiple";"";"-"
1789;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
1790;"cancer";"multiple";"pan-cancer_adult";"MuSiC"
1791;"cancer";"blood";"acute_myeloid_leukemia";"Recurrence-based"
1792;"cancer";"blood";"myeloproliferative_neoplasm";"Paper-specific"
1793;"cancer";"multiple";"pan-cancer_adult";"MutSig"
1794;"cancer";"blood";"acute_lymphoblastic_leukemia";"Recurrence-based"
1795;"cancer";"hepatobiliary";"hepatocellular_carcinoma";"Recurrence-based, Literature-based"
1796;"cancer";"blood";"follicular_lymphoma";"Recurrence-based"
1797;"cancer";"head_and_neck";"nasopharyngeal_carcinoma";"MutSig"
1798;"cancer";"multiple";"";"-"
1799;"cancer";"breast";"breast_cancer";"Literature-based"
1800;"cancer";"soft_tissue";"soft_tissue_sarcoma";"Recurrence-based"
1801;"cancer";"breast";"breast_cancer";"Paper-specific"
1802;"cancer";"hepatobiliary";"biliary_tract_cancer";"MutSig"
1803;"cancer";"multiple";"pan-cancer_paediatric";"MuSiC"
1804;"cancer";"blood";"diffuse_large_B-cell_lymphoma";"Paper-specific"
1805;"cancer";"breast";"breast_cancer";"Recurrence-based"
1806;"cancer";"breast";"breast_cancer";"Paper-specific"
1807;"cancer";"breast";"breast_cancer";"MuSiC"
1808;"cancer";"blood";"chronic_myeloid_leukemia";"Recurrence-based"
1809;"cancer";"breast";"male_breast_cancer";"MutSig"
1810;"cancer";"lung";"lung_adenocarcinoma";"InVEx"
1811;"cancer";"lung";"small_cell_lung_cancer";"Paper-specific"
1812;"cancer";"multiple";"pan-cancer_adult";"ActiveDriverWGS, CompositeDriver, DriverPower, dNdScv, ExInAtor, LARVA, MutSig, NBR, ncdDetect, ncDriver, OncodriveFML, regDriver"
1813;"cancer";"skin";"desmoplastic_melanoma";"Recurrence-based, Literature-based"
1814;"cancer";"blood";"chronic_lymphocytic_leukemia";"Recurrence-based"
1815;"cancer";"multiple";"pan-cancer_adult";"DriverPower"
1816;"cancer";"uvea";"uveal_melanoma";"Recurrence-based"
1817;"cancer";"multiple";"";""
1818;"cancer";"breast";"breast_cancer";"Greenman-based"
1819;"cancer";"head_and_neck";"ameloblastoma";"Recurrence-based"
1820;"cancer";"multiple";"";"-"
1821;"cancer";"breast";"triple_negative_breast_cancer";"Recurrence-based, Paper-specific"
1822;"cancer";"blood";"juvenile_myelomonocytic_leukemia";"Paper-specific, Literature-based"
1823;"cancer";"multiple";"pan-cancer_adult";"PanSoftWare"
1824;"cancer";"breast";"breast_cancer";"Recurrence-based, Literature-based"
1825;"cancer";"bone";"Ewing_sarcoma";"MuSiC"
1826;"cancer";"blood";"acute_lymphoblastic_leukemia";"Recurrence-based"
1827;"cancer";"kidney";"clear_cell_renal_cancer";"MutSig"
1828;"cancer";"multiple";"";"-"
1829;"cancer";"blood";"dlblc, follicular_lymphoma";"Paper-specific"
1830;"cancer";"kidney";"renal_cancer_(all_histologies)";"MutSig, Literature-based"
1831;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
1832;"cancer";"multiple";"";"-"
1833;"cancer";"multiple";"pan-cancer_adult";"ActiveDriverWGS"
1834;"cancer";"kidney";"clear_cell_renal_cancer";"Literature-based"
1835;"cancer";"blood";"myelodysplasia";"Recurrence-based"
1836;"cancer";"kidney";"clear_cell_renal_cancer";"Literature-based"
1837;"cancer";"peripheral_nervous_system";"neuroblastoma";"Paper-specific"
1838;"cancer";"blood";"acute_lymphoblastic_leukemia";"Recurrence-based"
1839;"cancer";"thyroid";"hurthle_cell_carcinoma";"MutSig2CV, Recurrence-based, Literature-based"
1840;"cancer";"multiple";"pan-cancer_adult";"ncDriver"
1841;"cancer";"multiple";"pan-cancer_adult";"MuSiC"
1842;"cancer";"multiple";"";"-"
1843;"cancer";"thyroid";"anaplastic_thyroid_carcinoma";"Recurrence-based, Literature-based"
1844;"cancer";"multiple";"";"-"
1845;"cancer";"multiple";"pan-cancer_adult";"MutSig"
1846;"cancer";"breast";"breast_cancer";"SeqSig"
1847;"cancer";"brain";"pan-glioma";"MutSig"
1848;"cancer";"head_and_neck";"squamous_head_and_neck_cancer";"Paper-specific"
1849;"cancer";"stomach";"gastric_adenocarcinoma";"Recurrence-based"
1850;"cancer";"esophagus";"esophageal_adenocarcinoma";"MutSig"
1851;"cancer";"lung";"lung_cancer_(all_histologies)";"Wood-based"
1852;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
1853;"cancer";"pancreas";"pancreatic_ductal_adenocarcinoma";"Wood-based"
1854;"cancer";"parathyroid_gland";"parathyroid_carcinoma";"Recurrence-based, Literature-based"
1855;"cancer";"stomach";"gastric_adenocarcinoma";"Youn-based"
1856;"cancer";"pancreas";"pancreatic_ductal_adenocarcinoma";"MutSig"
1857;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
1858;"cancer";"bladder";"bladder_cancer";"Recurrence-based"
1859;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
1860;"cancer";"blood";"burkitt lymphoma";"MutSigCV, HotNet2, Literature-based"
1861;"cancer";"brain";"glioblastoma";"Wood-based"
1862;"cancer";"multiple";"";"-"
1863;"cancer";"stomach";"mucinous_gastric_cancer";"Recurrence-based"
1864;"cancer";"multiple";"pan-cancer_adult";"PanSoftWare"
1865;"cancer";"multiple";"";"-"
1866;"cancer";"multiple";"";""
1867;"cancer";"multiple";"";"-"
1868;"cancer";"stomach";"gastric_adenocarcinoma";"Recurrence-based"
1869;"cancer";"kidney";"clear_cell_renal_cancer";"MuSiC"
1870;"cancer";"uvea";"melanoma";"Recurrence-based, Literature-based"
1871;"cancer";"brain";"intracranial_germ_cell";"Recurrence-based"
1872;"cancer";"brain";"paediatric_low_grade_glioma";"MuSiC, Paper-specific"
1873;"cancer";"uvea";"melanoma";"MutSig"
1874;"cancer";"brain";"glioblastoma";"Paper-specific"
1875;"cancer";"multiple";"";""
1876;"cancer";"lung";"lung_adenocarcinoma";"MuSiC"
1877;"cancer";"multiple";"pan-cancer_adult";"ncdDetect"
1878;"cancer";"uvea";"uveal_melanoma";"Recurrence-based"
1879;"cancer";"multiple";"";"-"
1880;"cancer";"multiple";"";"-"
1881;"cancer";"uterus";"endometrial_cancer";"MutSig"
1882;"cancer";"hepatobiliary";"biliary_tract_cancer";"MutSig"
1883;"cancer";"thyroid";"hurthle_cell_carcinoma";"MutSig2CV, Recurrence-based, Literature-based"
1884;"cancer";"multiple";"";""
1885;"cancer";"multiple";"pan-cancer_adult";"ncdDetect"
1886;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
1887;"cancer";"multiple";"pan-cancer_adult";"MuSiC"
1888;"cancer";"skin";"melanoma";"Paper-specific"
1889;"cancer";"multiple";"pan-cancer_adult";"ncDriver"
1890;"cancer";"multiple";"pan-cancer_adult";"MutSig"
1891;"cancer";"multiple";"";"-"
1892;"cancer";"multiple";"pan-cancer_adult";"ncDriver"
1893;"cancer";"multiple";"pan-cancer_adult";"ncdDetect"
1894;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
1895;"cancer";"uterus";"leiomyoma";"Recurrence-based"
1896;"cancer";"multiple";"pan-cancer_adult";"ActiveDriverWGS, CompositeDriver, DriverPower, dNdScv, ExInAtor, LARVA, MutSig, NBR, ncdDetect, ncDriver, OncodriveFML, regDriver"
1897;"cancer";"skin";"melanoma";"InVEx, MutSig"
1898;"cancer";"breast";"triple_negative_breast_cancer";"Recurrence-based, Paper-specific"
1899;"cancer";"multiple";"pan-cancer_adult";"ncDriver"
1900;"cancer";"blood";"burkitt lymphoma";"IntOGen"
1901;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
1902;"cancer";"multiple";"";"-"
1903;"cancer";"lung";"lung_cancer_(all_histologies)";"Wood-based"
1904;"cancer";"blood";"burkitt lymphoma";"MutSigCV, HotNet2, Literature-based"
1905;"cancer";"blood";"chronic_lymphocytic_leukemia";"Recurrence-based"
1906;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
1907;"cancer";"bone";"chondromyxoid_fibroma";"Recurrence-based"
1908;"cancer";"blood";"burkitt lymphoma";"MutSigCV, HotNet2, Literature-based"
1909;"cancer";"multiple";"";"-"
1910;"cancer";"multiple";"pan-cancer_adult";"PanSoftWare"
1911;"cancer";"skin";"melanoma";"MuSiC"
1912;"cancer";"lung";"small_cell_lung_cancer";"MuSiC"
1913;"cancer";"brain";"glioblastoma";"Wood-based"
1914;"cancer";"multiple";"pan-cancer_adult";"HOTNET2"
1915;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
1916;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
1917;"cancer";"multiple";"";"-"
1918;"cancer";"multiple";"";"-"
1919;"cancer";"lung";"lung_cancer_(all_histologies)";"Wood-based"
1920;"cancer";"blood";"T-cell_leukemia/lymphoma";"MutSig"
1921;"cancer";"multiple";"";"-"
1922;"cancer";"lung";"small_cell_lung_cancer";"Wood-based"
1923;"cancer";"blood";"peripheral_T-cell_lymphoma";"Recurrence-based"
1924;"cancer";"uvea";"melanoma";"Recurrence-based, Literature-based"
1925;"cancer";"head_and_neck";"squamous_head_and_neck_cancer";"MutSig"
1926;"cancer";"skin";"mucosal_melanoma";"OncodriveFM, OncodriveClust, OncodriveFML, MuSiC2, 20/20+, dNdScv, MutSigCV, Literature-based"
1927;"cancer";"pancreas";"pancreatic_ductal_adenocarcinoma";"Recurrence-based"
1928;"cancer";"uvea";"melanoma";"MutSig"
1929;"cancer";"blood";"dlblc, follicular_lymphoma";"Paper-specific"
1930;"cancer";"hepatobiliary";"hepatocellular_carcinoma, cholangiocarcinoma";"Literature-based"
1931;"cancer";"multiple";"pan-cancer_adult";"ncdDetect"
1932;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
1933;"cancer";"multiple";"";""
1934;"cancer";"breast";"breast_cancer";"MutSig"
1935;"cancer";"multiple";"pan-cancer_adult";"ActiveDriverWGS"
1936;"cancer";"uvea";"uveal_melanoma";"Recurrence-based"
1937;"cancer";"multiple";"pan-cancer_adult";"ncdDetect"
1938;"cancer";"multiple";"pan-cancer_adult";"ncdDetect"
1939;"cancer";"multiple";"";"-"
1940;"cancer";"multiple";"pan-cancer_adult";"PanSoftWare"
1941;"cancer";"multiple";"pan-cancer_adult";"PanSoftWare"
1942;"cancer";"adrenal_gland";"adrenocortical_adenoma";"MutSig, Recurrence-based"
1943;"cancer";"colorectal";"colorectal_adenocarcinoma";"MutSig"
1944;"cancer";"multiple";"pan-cancer_adult";"ncdDetect"
1945;"cancer";"lung";"lung_adenocarcinoma";"MuSiC"
1946;"cancer";"multiple";"";"-"
1947;"cancer";"brain";"meningioma";"Recurrence-based"
1948;"cancer";"hepatobiliary";"cholangiocarcinoma";"MutSig"
1949;"cancer";"thyroid";"hurthle_cell_carcinoma";"MutSig2CV, Recurrence-based, Literature-based"
1950;"cancer";"hepatobiliary";"hepatocellular_carcinoma, cholangiocarcinoma";"Literature-based"
1951;"cancer";"multiple";"";"-"
1952;"cancer";"multiple";"";"-"
1953;"cancer";"thyroid";"anaplastic_thyroid_carcinoma";"Recurrence-based, Literature-based"
1954;"cancer";"hepatobiliary";"hepatocellular_carcinoma";"MutSig"
1955;"cancer";"multiple";"pan-cancer_adult";"ncdDetect"
1956;"cancer";"skin";"mucosal_melanoma";"Recurrence-based"
1957;"cancer";"head_and_neck";"nasopharyngeal_carcinoma";"MutSig"
1958;"cancer";"brain";"glioblastoma";"InVEx, MutSig"
1959;"cancer";"blood";"diffuse_large_B-cell_lymphoma";"Paper-specific"
1960;"cancer";"stomach";"gastric_adenocarcinoma";"Recurrence-based"
1961;"cancer";"blood";"chronic_myeloid_leukemia";"Recurrence-based, Literature-based"
1962;"cancer";"multiple";"pan-cancer_adult";"ncDriver"
1963;"cancer";"multiple";"";"-"
1964;"cancer";"stomach";"gastric_cancer";"Recurrence-based"
1965;"cancer";"multiple";"";"-"
1966;"cancer";"multiple";"pan-cancer_adult";"PanSoftWare"
1967;"cancer";"brain";"glioblastoma";"MutComFocal"
1968;"cancer";"colorectal";"colorectal_adenocarcinoma";"Recurrence-based"
1969;"cancer";"prostate";"prostate_cancer";"MutSig"
1970;"cancer";"blood";"diffuse_large_B-cell_lymphoma";"MutSig"
1971;"cancer";"hepatobiliary";"biliary_tract_cancer";"MutSig"
1972;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
1973;"cancer";"bladder";"bladder_cancer";"MutSig"
1974;"cancer";"multiple";"pan-cancer_adult";"PanSoftWare"
1975;"cancer";"breast";"breast_cancer";"Paper-specific"
1976;"cancer";"breast";"breast_cancer";"MutSig"
1977;"cancer";"thymus";"thymic_carcinoma";"Recurrence-based"
1978;"cancer";"hepatobiliary";"cholangiocarcinoma";"Recurrence-based"
1979;"cancer";"prostate";"prostate_cancer";"Recurrence-based"
1980;"cancer";"thymus";"thymic_carcinoma";"MutSig"
1981;"cancer";"multiple";"";"-"
1982;"cancer";"pancreas";"pancreatic_ductal_adenocarcinoma";"Wood-based"
1983;"cancer";"multiple";"pan-cancer_adult";"MuSiC"
1984;"cancer";"multiple";"pan-cancer_adult";"MutSig"
1985;"cancer";"prostate";"prostate_cancer";"MutSig"
1986;"cancer";"multiple";"pan-cancer_adult";"MutSig"
1987;"cancer";"pan-gastric";"pan-gastric";"MutSig2CV"
1988;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
1989;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
