"AC_m";"id_pos";"AC_p"
"PS50011";372;"P15056"
"PS50081";368;"P15056"
"PS50898";367;"P15056"
"PS00142";361;"P15144"
"PS50888";3710;"P15172"
"PS00660";5744;"P15311"
"PS00661";5745;"P15311"
"PS50057";5742;"P15311"
"PS00479";5735;"P15498"
"PS00741";5731;"P15498"
"PS50001";5738;"P15498"
"PS50002";5736;"P15498"
"PS50002";5740;"P15498"
"PS50003";5732;"P15498"
"PS50010";5714;"P15498"
"PS50021";5712;"P15498"
"PS50081";5733;"P15498"
"PS00101";1711;"P15502"
"PS00101";1713;"P15502"
"PS00101";1720;"P15502"
"PS01155";1710;"P15502"
"PS01356";833;"P15509"
"PS50853";834;"P15509"
"PS00022";535;"P15514"
"PS50026";534;"P15514"
"PS50835";977;"P15813"
"PS00028";2083;"P15822"
"PS00028";2085;"P15822"
"PS00028";2089;"P15822"
"PS00028";2093;"P15822"
"PS50157";2082;"P15822"
"PS50157";2084;"P15822"
"PS50157";2087;"P15822"
"PS50157";2091;"P15822"
"PS51811";2086;"P15822"
"PS00585";5020;"P15880"
"PS50881";5017;"P15880"
"PS50888";5308;"P15884"
"PS00518";4963;"P15918"
"PS50089";4961;"P15918"
"PS51487";4981;"P15918"
"PS51765";4966;"P15918"
"PS50888";5371;"P15923"
"PS50002";1283;"P15924"
"PS00344";2491;"P15976"
"PS00344";2495;"P15976"
"PS50114";2489;"P15976"
"PS50114";2493;"P15976"
"PS00022";5343;"P16109"
"PS00615";5339;"P16109"
"PS01186";5345;"P16109"
"PS50026";5341;"P16109"
"PS50041";5336;"P16109"
"PS50923";5347;"P16109"
"PS50923";5348;"P16109"
"PS50923";5349;"P16109"
"PS50923";5350;"P16109"
"PS50923";5351;"P16109"
"PS50923";5353;"P16109"
"PS50923";5355;"P16109"
"PS50923";5358;"P16109"
"PS50923";5361;"P16109"
"PS00022";2597;"P16112"
"PS00290";2563;"P16112"
"PS00615";2614;"P16112"
"PS01186";2600;"P16112"
"PS01241";2566;"P16112"
"PS01241";2573;"P16112"
"PS01241";2579;"P16112"
"PS01241";2589;"P16112"
"PS50026";2591;"P16112"
"PS50041";2602;"P16112"
"PS50835";2561;"P16112"
"PS50923";2616;"P16112"
"PS50963";2565;"P16112"
"PS50963";2567;"P16112"
"PS50963";2576;"P16112"
"PS50963";2582;"P16112"
"PS50017";193;"P16157"
"PS50088";142;"P16157"
"PS50088";143;"P16157"
"PS50088";144;"P16157"
"PS50088";145;"P16157"
"PS50088";149;"P16157"
"PS50088";154;"P16157"
"PS50088";156;"P16157"
"PS50088";157;"P16157"
"PS50088";158;"P16157"
"PS50088";160;"P16157"
"PS50088";162;"P16157"
"PS50088";164;"P16157"
"PS50088";167;"P16157"
"PS50088";174;"P16157"
"PS50088";175;"P16157"
"PS50088";176;"P16157"
"PS50088";178;"P16157"
"PS50088";184;"P16157"
"PS50088";186;"P16157"
"PS50088";188;"P16157"
"PS50297";141;"P16157"
"PS51145";189;"P16157"
"PS51145";190;"P16157"
"PS00036";809;"P16220"
"PS50217";808;"P16220"
"PS50953";807;"P16220"
"PS00107";4132;"P16234"
"PS00109";4137;"P16234"
"PS00240";4135;"P16234"
"PS50011";4129;"P16234"
"PS50835";4124;"P16234"
"PS50835";4127;"P16234"
"PS51504";2017;"P16401"
"PS51504";2013;"P16402"
"PS51504";2011;"P16403"
"PS00028";10012;"P16415"
"PS00028";10014;"P16415"
"PS00028";10016;"P16415"
"PS00028";10018;"P16415"
"PS00028";10020;"P16415"
"PS00028";10022;"P16415"
"PS00028";10024;"P16415"
"PS00028";10026;"P16415"
"PS00028";10028;"P16415"
"PS00028";10030;"P16415"
"PS00028";10033;"P16415"
"PS00028";10035;"P16415"
"PS00028";10037;"P16415"
"PS00028";10039;"P16415"
"PS00028";10041;"P16415"
"PS50157";10011;"P16415"
"PS50157";10013;"P16415"
"PS50157";10015;"P16415"
"PS50157";10017;"P16415"
"PS50157";10019;"P16415"
"PS50157";10021;"P16415"
"PS50157";10023;"P16415"
"PS50157";10025;"P16415"
"PS50157";10027;"P16415"
"PS50157";10029;"P16415"
"PS50157";10031;"P16415"
"PS50157";10032;"P16415"
"PS50157";10034;"P16415"
"PS50157";10036;"P16415"
"PS50157";10038;"P16415"
"PS50157";10040;"P16415"
"PS50805";10010;"P16415"
"PS00374";2905;"P16455"
"PS00639";2889;"P16455"
"PS01352";5137;"P16471"
"PS50853";5123;"P16471"
"PS50853";5127;"P16471"
"PS00237";6605;"P16473"
"PS50262";6601;"P16473"
"PS00154";19;"P16615"
"PS01355";2448;"P16871"
"PS50853";2445;"P16871"
"PS50001";4368;"P16885"
"PS50001";4379;"P16885"
"PS50002";4382;"P16885"
"PS50003";4362;"P16885"
"PS50004";4391;"P16885"
"PS50007";4365;"P16885"
"PS50008";4388;"P16885"
"PS00352";7035;"P16989"
"PS51857";7033;"P16989"
"PS00028";5858;"P17010"
"PS00028";5867;"P17010"
"PS00028";5873;"P17010"
"PS00028";5879;"P17010"
"PS00028";5886;"P17010"
"PS00028";5890;"P17010"
"PS00028";5894;"P17010"
"PS00028";5901;"P17010"
"PS50157";5857;"P17010"
"PS50157";5862;"P17010"
"PS50157";5865;"P17010"
"PS50157";5869;"P17010"
"PS50157";5871;"P17010"
"PS50157";5875;"P17010"
"PS50157";5877;"P17010"
"PS50157";5882;"P17010"
"PS50157";5884;"P17010"
"PS50157";5888;"P17010"
"PS50157";5892;"P17010"
"PS50157";5897;"P17010"
"PS50157";5899;"P17010"
"PS00028";6076;"P17035"
"PS00028";6094;"P17035"
"PS00028";6115;"P17035"
"PS00028";6120;"P17035"
"PS00028";6126;"P17035"
"PS00028";6154;"P17035"
"PS00028";6160;"P17035"
"PS00028";6166;"P17035"
"PS00028";6170;"P17035"
"PS00028";6174;"P17035"
"PS00028";6178;"P17035"
"PS00028";6188;"P17035"
"PS00028";6198;"P17035"
"PS00028";6205;"P17035"
"PS00028";6209;"P17035"
"PS50157";6019;"P17035"
"PS50157";6069;"P17035"
"PS50157";6072;"P17035"
"PS50157";6079;"P17035"
"PS50157";6090;"P17035"
"PS50157";6098;"P17035"
"PS50157";6117;"P17035"
"PS50157";6122;"P17035"
"PS50157";6130;"P17035"
"PS50157";6157;"P17035"
"PS50157";6163;"P17035"
"PS50157";6168;"P17035"
"PS50157";6172;"P17035"
"PS50157";6177;"P17035"
"PS50157";6180;"P17035"
"PS50157";6191;"P17035"
"PS50157";6202;"P17035"
"PS50157";6208;"P17035"
"PS50805";6018;"P17035"
"PS00354";2157;"P17096"
"PS00354";2160;"P17096"
"PS00354";2163;"P17096"
"PS00105";1858;"P17174"
"PS00107";4657;"P17252"
"PS00108";4658;"P17252"
"PS00479";4646;"P17252"
"PS00479";4653;"P17252"
"PS50004";4655;"P17252"
"PS50011";4656;"P17252"
"PS50081";4636;"P17252"
"PS50081";4650;"P17252"
"PS51285";4659;"P17252"
"PS00458";4852;"P17342"
"PS50888";5287;"P17542"
"PS00107";4627;"P17612"
"PS00108";4630;"P17612"
"PS50011";4623;"P17612"
"PS51285";4633;"P17612"
"PS00022";6812;"P17643"
"PS00497";6818;"P17643"
"PS00498";6821;"P17643"
"PS01248";6815;"P17643"
"PS00383";4603;"P17706"
"PS50055";4599;"P17706"
"PS50056";4601;"P17706"
"PS00236";696;"P17787"
"PS00039";1328;"P17844"
"PS51192";1322;"P17844"
"PS51194";1330;"P17844"
"PS51195";1315;"P17844"
"PS00036";5836;"P17861"
"PS50217";5835;"P17861"
"PS50923";764;"P17927"
"PS50923";765;"P17927"
"PS50923";766;"P17927"
"PS50923";768;"P17927"
"PS50923";769;"P17927"
"PS50923";771;"P17927"
"PS50923";773;"P17927"
"PS50923";774;"P17927"
"PS50923";776;"P17927"
"PS50923";779;"P17927"
"PS50923";781;"P17927"
"PS50923";784;"P17927"
"PS50923";786;"P17927"
"PS50923";787;"P17927"
"PS50923";788;"P17927"
"PS50923";789;"P17927"
"PS50923";790;"P17927"
"PS50923";791;"P17927"
"PS50923";792;"P17927"
"PS50923";794;"P17927"
"PS50923";795;"P17927"
"PS50923";797;"P17927"
"PS50923";799;"P17927"
"PS50923";800;"P17927"
"PS50923";801;"P17927"
"PS50923";802;"P17927"
"PS50923";803;"P17927"
"PS50923";804;"P17927"
"PS50923";805;"P17927"
"PS50923";806;"P17927"
"PS00345";5073;"P17947"
"PS00346";5075;"P17947"
"PS50061";5071;"P17947"
"PS00107";2216;"P17948"
"PS00109";2221;"P17948"
"PS00240";2219;"P17948"
"PS50011";2213;"P17948"
"PS50835";2199;"P17948"
"PS50835";2202;"P17948"
"PS50835";2205;"P17948"
"PS50835";2207;"P17948"
"PS50835";2209;"P17948"
"PS50835";2211;"P17948"
"PS00674";5298;"P17980"
"PS00383";4597;"P18031"
"PS50055";4592;"P18031"
"PS50056";4594;"P18031"
"PS00081";115;"P18054"
"PS00290";116;"P18054"
"PS00711";114;"P18054"
"PS50095";108;"P18054"
"PS51393";113;"P18054"
"PS00690";1236;"P18074"
"PS51193";1233;"P18074"
"PS00250";276;"P18075"
"PS51362";274;"P18075"
"PS00028";1401;"P18146"
"PS00028";1412;"P18146"
"PS00028";1414;"P18146"
"PS50157";1398;"P18146"
"PS50157";1411;"P18146"
"PS50157";1413;"P18146"
"PS00400";3370;"P18428"
"PS00383";4595;"P18433"
"PS00383";4602;"P18433"
"PS50055";4591;"P18433"
"PS50055";4598;"P18433"
"PS50056";4593;"P18433"
"PS50056";4600;"P18433"
"PS50137";5047;"P18583"
"PS50174";5044;"P18583"
"PS50102";6606;"P18615"
"PS00625";599;"P18754"
"PS00626";601;"P18754"
"PS00626";605;"P18754"
"PS00626";610;"P18754"
"PS00626";628;"P18754"
"PS50012";595;"P18754"
"PS50012";597;"P18754"
"PS50012";603;"P18754"
"PS50012";607;"P18754"
"PS50012";608;"P18754"
"PS50012";618;"P18754"
"PS50012";620;"P18754"
"PS00036";679;"P18846"
"PS50217";678;"P18846"
"PS50953";677;"P18846"
"PS00226";2733;"P19012"
"PS51842";2732;"P19012"
"PS00232";289;"P19022"
"PS00232";296;"P19022"
"PS00232";302;"P19022"
"PS50268";288;"P19022"
"PS50268";290;"P19022"
"PS50268";298;"P19022"
"PS50268";300;"P19022"
"PS50268";305;"P19022"
"PS00018";7849;"P19105"
"PS50222";7848;"P19105"
"PS50222";7850;"P19105"
"PS50222";7856;"P19105"
"PS00018";4887;"P19174"
"PS50001";4899;"P19174"
"PS50001";4901;"P19174"
"PS50002";4904;"P19174"
"PS50003";4883;"P19174"
"PS50003";4907;"P19174"
"PS50004";4347;"P19174"
"PS50007";4889;"P19174"
"PS50008";4344;"P19174"
"PS50222";4885;"P19174"
"PS01099";3527;"P19404"
"PS51192";1238;"P19447"
"PS51194";1241;"P19447"
"PS50888";6608;"P19484"
"PS00178";5541;"P19532"
"PS50888";5538;"P19532"
"PS00028";5821;"P19544"
"PS00028";5824;"P19544"
"PS00028";5829;"P19544"
"PS00028";5832;"P19544"
"PS50157";5820;"P19544"
"PS50157";5822;"P19544"
"PS50157";5826;"P19544"
"PS50157";5831;"P19544"
"PS51257";5819;"P19544"
"PS00027";1751;"P19622"
"PS00033";1753;"P19622"
"PS50071";1746;"P19622"
"PS00031";5174;"P19793"
"PS51030";5170;"P19793"
"PS51843";5177;"P19793"
"PS01164";1125;"P19801"
"PS01165";1127;"P19801"
"PS50234";2766;"P19827"
"PS51468";2764;"P19827"
"PS50002";3798;"P19878"
"PS50002";3802;"P19878"
"PS50005";3787;"P19878"
"PS50005";3792;"P19878"
"PS50005";3795;"P19878"
"PS50293";3789;"P19878"
"PS51745";3800;"P19878"
"PS00351";5303;"P20226"
"PS00351";5304;"P20226"
"PS00027";4510;"P20264"
"PS00035";4503;"P20264"
"PS00465";4505;"P20264"
"PS50071";4508;"P20264"
"PS51179";4501;"P20264"
"PS00652";5680;"P20333"
"PS00652";5698;"P20333"
"PS50050";5676;"P20333"
"PS50050";5695;"P20333"
"PS50050";5700;"P20333"
"PS00486";3193;"P20585"
"PS00154";24;"P20648"
"PS00046";2019;"P20671"
"PS00430";4932;"P20742"
"PS00477";4933;"P20742"
"PS50088";168;"P20749"
"PS50088";179;"P20749"
"PS50088";181;"P20749"
"PS50088";182;"P20749"
"PS50088";183;"P20749"
"PS50297";177;"P20749"
"PS00027";5330;"P20823"
"PS50071";5328;"P20823"
"PS51936";5326;"P20823"
"PS51937";5323;"P20823"
"PS00284";39;"P20848"
"PS00086";1004;"P20853"
"PS51461";908;"P20908"
"PS50002";3526;"P20929"
"PS51216";3115;"P20929"
"PS51216";3118;"P20929"
"PS51216";3120;"P20929"
"PS51216";3122;"P20929"
"PS51216";3124;"P20929"
"PS51216";3127;"P20929"
"PS51216";3137;"P20929"
"PS51216";3142;"P20929"
"PS51216";3168;"P20929"
"PS51216";3170;"P20929"
"PS51216";3182;"P20929"
"PS51216";3185;"P20929"
"PS51216";3188;"P20929"
"PS51216";3191;"P20929"
"PS51216";3195;"P20929"
"PS51216";3197;"P20929"
"PS51216";3198;"P20929"
"PS51216";3199;"P20929"
"PS51216";3201;"P20929"
"PS51216";3204;"P20929"
"PS51216";3207;"P20929"
"PS51216";3211;"P20929"
"PS51216";3213;"P20929"
"PS51216";3214;"P20929"
"PS51216";3216;"P20929"
"PS51216";3217;"P20929"
"PS51216";3220;"P20929"
"PS51216";3223;"P20929"
"PS51216";3226;"P20929"
"PS51216";3227;"P20929"
"PS51216";3229;"P20929"
"PS51216";3231;"P20929"
"PS51216";3234;"P20929"
"PS51216";3237;"P20929"
"PS51216";3240;"P20929"
"PS51216";3244;"P20929"
"PS51216";3246;"P20929"
"PS51216";3247;"P20929"
"PS51216";3250;"P20929"
"PS51216";3253;"P20929"
"PS51216";3256;"P20929"
"PS51216";3259;"P20929"
"PS51216";3262;"P20929"
"PS51216";3265;"P20929"
"PS51216";3268;"P20929"
"PS51216";3271;"P20929"
"PS51216";3273;"P20929"
"PS51216";3274;"P20929"
"PS51216";3275;"P20929"
"PS51216";3276;"P20929"
"PS51216";3278;"P20929"
"PS51216";3282;"P20929"
"PS51216";3286;"P20929"
"PS51216";3289;"P20929"
"PS51216";3291;"P20929"
"PS51216";3293;"P20929"
"PS51216";3295;"P20929"
"PS51216";3297;"P20929"
"PS51216";3298;"P20929"
"PS51216";3299;"P20929"
"PS51216";3301;"P20929"
"PS51216";3317;"P20929"
"PS51216";3318;"P20929"
"PS51216";3320;"P20929"
"PS51216";3322;"P20929"
"PS51216";3324;"P20929"
"PS51216";3328;"P20929"
"PS51216";3333;"P20929"
"PS51216";3336;"P20929"
"PS51216";3338;"P20929"
"PS51216";3340;"P20929"
"PS51216";3343;"P20929"
"PS51216";3345;"P20929"
"PS51216";3359;"P20929"
"PS51216";3365;"P20929"
"PS51216";3368;"P20929"
"PS51216";3372;"P20929"
"PS51216";3378;"P20929"
"PS51216";3380;"P20929"
"PS51216";3383;"P20929"
"PS51216";3385;"P20929"
"PS51216";3388;"P20929"
"PS51216";3391;"P20929"
"PS51216";3394;"P20929"
"PS51216";3397;"P20929"
"PS51216";3401;"P20929"
"PS51216";3403;"P20929"
"PS51216";3404;"P20929"
"PS51216";3406;"P20929"
"PS51216";3407;"P20929"
"PS51216";3408;"P20929"
"PS51216";3410;"P20929"
"PS51216";3413;"P20929"
"PS51216";3415;"P20929"
"PS51216";3417;"P20929"
"PS51216";3418;"P20929"
"PS51216";3419;"P20929"
"PS51216";3420;"P20929"
"PS51216";3421;"P20929"
"PS51216";3422;"P20929"
"PS51216";3423;"P20929"
"PS51216";3424;"P20929"
"PS51216";3425;"P20929"
"PS51216";3426;"P20929"
"PS51216";3427;"P20929"
"PS51216";3429;"P20929"
"PS51216";3430;"P20929"
"PS51216";3431;"P20929"
"PS51216";3433;"P20929"
"PS51216";3434;"P20929"
"PS51216";3436;"P20929"
"PS51216";3438;"P20929"
"PS51216";3440;"P20929"
"PS51216";3441;"P20929"
"PS51216";3442;"P20929"
"PS51216";3443;"P20929"
"PS51216";3444;"P20929"
"PS51216";3445;"P20929"
"PS51216";3446;"P20929"
"PS51216";3447;"P20929"
"PS51216";3449;"P20929"
"PS51216";3451;"P20929"
"PS51216";3453;"P20929"
"PS51216";3455;"P20929"
"PS51216";3457;"P20929"
"PS51216";3459;"P20929"
"PS51216";3460;"P20929"
"PS51216";3461;"P20929"
"PS51216";3462;"P20929"
"PS51216";3463;"P20929"
"PS51216";3464;"P20929"
"PS51216";3466;"P20929"
"PS51216";3467;"P20929"
"PS51216";3469;"P20929"
"PS51216";3471;"P20929"
"PS51216";3473;"P20929"
"PS51216";3475;"P20929"
"PS51216";3477;"P20929"
"PS51216";3479;"P20929"
"PS51216";3480;"P20929"
"PS51216";3482;"P20929"
"PS51216";3484;"P20929"
"PS51216";3495;"P20929"
"PS51216";3499;"P20929"
"PS51216";3502;"P20929"
"PS51216";3505;"P20929"
"PS51216";3509;"P20929"
"PS51216";3512;"P20929"
"PS51216";3514;"P20929"
"PS51216";3516;"P20929"
"PS51216";3519;"P20929"
"PS51216";3521;"P20929"
"PS51216";3522;"P20929"
"PS51216";3523;"P20929"
"PS51216";3524;"P20929"
"PS51216";3804;"P20929"
"PS51216";3806;"P20929"
"PS51216";3816;"P20929"
"PS51216";3819;"P20929"
"PS51216";3827;"P20929"
"PS51216";3830;"P20929"
"PS51216";3833;"P20929"
"PS51216";3836;"P20929"
"PS51216";3838;"P20929"
"PS51216";3841;"P20929"
"PS51216";3844;"P20929"
"PS51216";3849;"P20929"
"PS51216";3853;"P20929"
"PS51216";3856;"P20929"
"PS51216";3858;"P20929"
"PS51216";3860;"P20929"
"PS51216";3862;"P20929"
"PS51216";3870;"P20929"
"PS51216";3875;"P20929"
"PS51216";3878;"P20929"
"PS51216";3880;"P20929"
"PS51216";3886;"P20929"
"PS51216";3888;"P20929"
"PS51216";3890;"P20929"
"PS51216";3893;"P20929"
"PS51216";3896;"P20929"
"PS00018";2051;"P20930"
"PS00303";2049;"P20930"
"PS50222";2045;"P20930"
"PS50222";2047;"P20930"
"PS00509";5169;"P20936"
"PS50001";5146;"P20936"
"PS50001";5157;"P20936"
"PS50002";5149;"P20936"
"PS50003";5161;"P20936"
"PS50004";5164;"P20936"
"PS50018";5166;"P20936"
"PS00619";4588;"P21246"
"PS00620";4590;"P21246"
"PS00152";32;"P21281"
"PS00019";2121;"P21333"
"PS00020";2128;"P21333"
"PS50021";2117;"P21333"
"PS50021";2130;"P21333"
"PS50194";2133;"P21333"
"PS50194";2135;"P21333"
"PS50194";2138;"P21333"
"PS50194";2141;"P21333"
"PS50194";2144;"P21333"
"PS50194";2147;"P21333"
"PS50194";2152;"P21333"
"PS50194";2155;"P21333"
"PS50194";2158;"P21333"
"PS50194";2161;"P21333"
"PS50194";2164;"P21333"
"PS50194";2167;"P21333"
"PS50194";2171;"P21333"
"PS50194";2174;"P21333"
"PS50194";2175;"P21333"
"PS50194";2178;"P21333"
"PS50194";2180;"P21333"
"PS50194";2182;"P21333"
"PS50194";2184;"P21333"
"PS50194";2186;"P21333"
"PS50194";2189;"P21333"
"PS50194";2192;"P21333"
"PS50194";2194;"P21333"
"PS50194";2197;"P21333"
"PS00509";3563;"P21359"
"PS50018";3561;"P21359"
"PS50191";3565;"P21359"
"PS00450";34;"P21399"
"PS01244";35;"P21399"
"PS00237";1357;"P21453"
"PS50262";1355;"P21453"
"PS00237";2281;"P21462"
"PS50262";2279;"P21462"
"PS50802";5623;"P21580"
"PS51036";5624;"P21580"
"PS51036";5626;"P21580"
"PS51036";5628;"P21580"
"PS51036";5632;"P21580"
"PS51036";5635;"P21580"
"PS51036";5638;"P21580"
"PS51036";5641;"P21580"
"PS00633";5274;"P21675"
"PS00633";5280;"P21675"
"PS50014";5272;"P21675"
"PS50014";5277;"P21675"
"PS00107";1016;"P21709"
"PS00109";1018;"P21709"
"PS00790";1793;"P21709"
"PS00791";1799;"P21709"
"PS01186";1801;"P21709"
"PS50011";1810;"P21709"
"PS50105";1021;"P21709"
"PS50853";1805;"P21709"
"PS50853";1807;"P21709"
"PS51550";1792;"P21709"
"PS00420";3212;"P21757"
"PS50287";3210;"P21757"
"PS00107";1986;"P21802"
"PS00109";1988;"P21802"
"PS50011";1984;"P21802"
"PS50835";1978;"P21802"
"PS50835";1980;"P21802"
"PS50835";1982;"P21802"
"PS50188";5193;"P21817"
"PS50188";5194;"P21817"
"PS50188";5195;"P21817"
"PS50919";5179;"P21817"
"PS50919";5182;"P21817"
"PS50919";5184;"P21817"
"PS50919";5188;"P21817"
"PS50919";5191;"P21817"
"PS50011";1227;"P21860"
"PS00197";5320;"P21912"
"PS00198";5322;"P21912"
"PS51085";5319;"P21912"
"PS51379";5321;"P21912"
"PS00237";1201;"P21918"
"PS50262";1199;"P21918"
"PS00250";273;"P22003"
"PS51362";272;"P22003"
"PS00107";1997;"P22455"
"PS00109";2000;"P22455"
"PS50011";1995;"P22455"
"PS50835";1990;"P22455"
"PS50835";1992;"P22455"
"PS00107";1972;"P22607"
"PS00109";1974;"P22607"
"PS50011";1969;"P22607"
"PS50835";1962;"P22607"
"PS50835";1965;"P22607"
"PS50835";1968;"P22607"
"PS50102";2196;"P22626"
"PS50102";2198;"P22626"
"PS00018";538;"P22676"
"PS00018";543;"P22676"
"PS00018";545;"P22676"
"PS00018";547;"P22676"
"PS00018";550;"P22676"
"PS50222";531;"P22676"
"PS50222";541;"P22676"
"PS50222";544;"P22676"
"PS50222";546;"P22676"
"PS50222";548;"P22676"
"PS00518";939;"P22681"
"PS50030";941;"P22681"
"PS50089";937;"P22681"
"PS51506";929;"P22681"
"PS00547";5722;"P22735"
"PS00010";7049;"P22891"
"PS00011";7034;"P22891"
"PS00022";7051;"P22891"
"PS01186";7053;"P22891"
"PS01186";7065;"P22891"
"PS50026";7044;"P22891"
"PS50240";7070;"P22891"
"PS50998";7032;"P22891"
"PS00752";5842;"P23025"
"PS00753";5844;"P23025"
"PS00010";1589;"P23142"
"PS00010";1602;"P23142"
"PS00010";1621;"P23142"
"PS00010";1694;"P23142"
"PS01177";1547;"P23142"
"PS01177";1550;"P23142"
"PS01177";1561;"P23142"
"PS01178";1548;"P23142"
"PS01178";1557;"P23142"
"PS01178";1564;"P23142"
"PS01186";1566;"P23142"
"PS01186";1590;"P23142"
"PS01186";1605;"P23142"
"PS01187";1568;"P23142"
"PS01187";1570;"P23142"
"PS01187";1572;"P23142"
"PS01187";1584;"P23142"
"PS01187";1598;"P23142"
"PS01187";1607;"P23142"
"PS01187";1689;"P23142"
"PS01187";1696;"P23142"
"PS50026";1580;"P23142"
"PS50026";1588;"P23142"
"PS50026";1600;"P23142"
"PS50026";1608;"P23142"
"PS50026";1693;"P23142"
"PS50026";4561;"P23219"
"PS50292";4564;"P23219"
"PS50102";5369;"P23246"
"PS50102";5370;"P23246"
"PS00142";3046;"P23276"
"PS51885";3043;"P23276"
"PS00018";5201;"P23297"
"PS00303";5199;"P23297"
"PS50222";5196;"P23297"
"PS00107";2853;"P23458"
"PS00109";2856;"P23458"
"PS50001";2845;"P23458"
"PS50011";2848;"P23458"
"PS50011";2850;"P23458"
"PS50057";2842;"P23458"
"PS00383";4731;"P23467"
"PS50055";4725;"P23467"
"PS50056";4728;"P23467"
"PS50853";4686;"P23467"
"PS50853";4688;"P23467"
"PS50853";4691;"P23467"
"PS50853";4693;"P23467"
"PS50853";4695;"P23467"
"PS50853";4697;"P23467"
"PS50853";4699;"P23467"
"PS50853";4701;"P23467"
"PS50853";4704;"P23467"
"PS50853";4707;"P23467"
"PS50853";4719;"P23467"
"PS50853";4722;"P23467"
"PS00383";4818;"P23468"
"PS00383";4824;"P23468"
"PS50055";4816;"P23468"
"PS50055";4820;"P23468"
"PS50056";4817;"P23468"
"PS50056";4821;"P23468"
"PS50835";4779;"P23468"
"PS50835";4781;"P23468"
"PS50835";4784;"P23468"
"PS50853";4786;"P23468"
"PS50853";4788;"P23468"
"PS50853";4790;"P23468"
"PS50853";4792;"P23468"
"PS50853";4794;"P23468"
"PS50853";4797;"P23468"
"PS50853";4801;"P23468"
"PS50853";4804;"P23468"
"PS00357";6525;"P23527"
"PS00018";1047;"P23743"
"PS00018";1060;"P23743"
"PS00479";1067;"P23743"
"PS00479";1074;"P23743"
"PS50081";1064;"P23743"
"PS50081";1071;"P23743"
"PS50146";1090;"P23743"
"PS50222";1045;"P23743"
"PS50222";1051;"P23743"
"PS00027";3999;"P23760"
"PS00034";3995;"P23760"
"PS50071";3997;"P23760"
"PS51057";3992;"P23760"
"PS00344";2542;"P23769"
"PS00344";2551;"P23769"
"PS50114";2540;"P23769"
"PS50114";2550;"P23769"
"PS00344";2553;"P23771"
"PS00344";2558;"P23771"
"PS50114";2552;"P23771"
"PS50114";2556;"P23771"
"PS00237";2319;"P23945"
"PS50262";2310;"P23945"
"PS00610";5609;"P23975"
"PS00754";5611;"P23975"
"PS50267";5598;"P23975"
"PS00022";2743;"P24043"
"PS00022";2752;"P24043"
"PS00022";2759;"P24043"
"PS00022";2780;"P24043"
"PS00022";2802;"P24043"
"PS00022";2807;"P24043"
"PS00022";2815;"P24043"
"PS00022";2824;"P24043"
"PS00022";2837;"P24043"
"PS00022";2840;"P24043"
"PS00022";2861;"P24043"
"PS01186";2754;"P24043"
"PS01186";2783;"P24043"
"PS01186";2841;"P24043"
"PS01248";2745;"P24043"
"PS01248";2749;"P24043"
"PS01248";2756;"P24043"
"PS01248";2762;"P24043"
"PS01248";2788;"P24043"
"PS01248";2792;"P24043"
"PS01248";2798;"P24043"
"PS01248";2803;"P24043"
"PS01248";2809;"P24043"
"PS01248";2818;"P24043"
"PS01248";2833;"P24043"
"PS01248";2838;"P24043"
"PS01248";2847;"P24043"
"PS01248";2855;"P24043"
"PS50025";2863;"P24043"
"PS50025";2864;"P24043"
"PS50025";2865;"P24043"
"PS50025";2866;"P24043"
"PS50025";2867;"P24043"
"PS50027";2741;"P24043"
"PS50027";2747;"P24043"
"PS50027";2750;"P24043"
"PS50027";2758;"P24043"
"PS50027";2785;"P24043"
"PS50027";2789;"P24043"
"PS50027";2795;"P24043"
"PS50027";2800;"P24043"
"PS50027";2805;"P24043"
"PS50027";2812;"P24043"
"PS50027";2821;"P24043"
"PS50027";2835;"P24043"
"PS50027";2844;"P24043"
"PS50027";2851;"P24043"
"PS50027";2858;"P24043"
"PS51115";2777;"P24043"
"PS51115";2839;"P24043"
"PS51117";2739;"P24043"
"PS00292";148;"P24385"
"PS00951";8064;"P24390"
"PS00952";8065;"P24390"
"PS01355";2413;"P24394"
"PS50853";2411;"P24394"
"PS00237";1367;"P24530"
"PS50262";1364;"P24530"
"PS00022";2187;"P24821"
"PS00022";2200;"P24821"
"PS00022";2206;"P24821"
"PS00022";2210;"P24821"
"PS00022";2217;"P24821"
"PS00022";2223;"P24821"
"PS00022";2230;"P24821"
"PS00022";2235;"P24821"
"PS00022";2241;"P24821"
"PS00022";2248;"P24821"
"PS00022";2255;"P24821"
"PS00022";2260;"P24821"
"PS00022";2263;"P24821"
"PS00022";2274;"P24821"
"PS00022";2278;"P24821"
"PS01186";2191;"P24821"
"PS01186";2203;"P24821"
"PS01186";2208;"P24821"
"PS01186";2212;"P24821"
"PS01186";2220;"P24821"
"PS01186";2226;"P24821"
"PS01186";2231;"P24821"
"PS01186";2238;"P24821"
"PS01186";2244;"P24821"
"PS01186";2249;"P24821"
"PS01186";2257;"P24821"
"PS01186";2262;"P24821"
"PS01186";2267;"P24821"
"PS01186";2276;"P24821"
"PS01186";2280;"P24821"
"PS50026";2195;"P24821"
"PS50026";2215;"P24821"
"PS50026";2233;"P24821"
"PS50026";2251;"P24821"
"PS50026";2270;"P24821"
"PS50853";2282;"P24821"
"PS50853";2285;"P24821"
"PS50853";2287;"P24821"
