"id_posizione";"start";"stop"
3558;137;149
3559;33;82
3560;28;90
3561;1235;1451
3562;86;784
3563;1407;1421
3564;787;816
3565;1580;1738
3566;33;82
3567;22;311
3568;86;782
3569;74;104
3570;785;814
3571;32;81
3572;30;64
3573;92;154
3574;192;221
3575;94;129
3576;392;574
3577;33;92
3578;401;582
3579;35;69
3580;497;560
3581;502;517
3582;35;224
3583;85;778
3584;781;810
3585;27;77
3586;81;776
3587;53;59
3588;779;808
3589;93;154
3590;487;508
3591;487;699
3592;94;129
3593;193;253
3594;526;558
3595;228;251
3596;414;473
3597;559;586
3598;416;451
3599;599;631
3600;667;699
3601;474;534
3602;73;256
3603;476;509
3604;110;142
3605;535;603
3606;182;214
3607;26;65
3608;216;248
3609;40;64
3610;258;473
3611;71;109
3612;369;401
3613;85;108
3614;150;173
3615;403;435
3616;436;468
3617;106;268
3618;386;426
3619;403;414
3620;412;425
3621;430;667
3622;668;709
3623;33;122
3624;161;249
3625;414;503
3626;164;175
3627;514;599
3628;173;188
3629;620;711
3630;695;708
3631;292;334
3632;335;378
3633;379;422
3634;721;808
3635;1098;1186
3636;1238;1326
3637;1334;1426
3638;412;438
3639;1464;1719
3640;412;450
3641;1470;1493
3642;429;440
3643;1581;1593
3644;438;449
3645;438;449
3646;452;476
3647;1809;1898
3648;8;60
3649;452;488
3650;467;478
3651;69;761
3652;476;487
3653;710;736
3654;765;793
3655;476;487
3656;787;816
3657;490;514
3658;710;751
3659;812;838
3660;490;526
3661;727;738
3662;836;864
3663;505;516
3664;860;886
3665;514;525
3666;514;525
3667;883;912
3668;528;552
3669;1526;1803
3670;528;564
3671;14;112
3672;543;554
3673;552;563
3674;552;563
3675;566;589
3676;736;750
3677;566;601
3678;758;801
3679;146;1016
3680;580;591
3681;787;800
3682;1042;1071
3683;802;826
3684;802;840
3685;817;828
3686;1074;1100
3687;1115;1142
3688;826;839
3689;1138;1167
3690;589;600
3691;846;919
3692;589;600
3693;1999;2048
3694;874;903
3695;603;627
3696;2000;2048
3697;990;1032
3698;603;639
3699;1033;1075
3700;618;629
3701;1076;1120
3702;627;638
3703;641;664
3704;641;676
3705;655;666
3706;664;675
3707;2063;2251
3708;664;675
3709;678;702
3710;109;160
3711;678;714
3712;693;704
3713;1121;1162
3714;702;713
3715;1232;1243
3716;716;739
3717;10;175
3718;59;76
3719;21;64
3720;433;476
3721;477;520
3722;791;834
3723;122;182
3724;835;878
3725;157;180
3726;60;324
3727;129;145
3728;17;99
3729;419;426
3730;760;940
3731;995;1242
3732;716;751
3733;213;267
3734;730;741
3735;884;927
3736;739;750
3737;937;980
3738;739;750
3739;110;359
3740;753;777
3741;116;139
3742;753;789
3743;229;241
3744;768;779
3745;777;788
3746;777;788
3747;20;58
3748;791;815
3749;46;57
3750;791;827
3751;806;817
3752;59;99
3753;162;178
3754;87;98
3755;815;826
3756;24;83
3757;815;826
3758;87;98
3759;21;108
3760;829;867
3761;102;139
3762;113;186
3763;855;866
3764;127;138
3765;208;297
3766;127;138
3767;302;396
3768;855;866
3769;140;176
3770;401;491
3771;869;893
3772;498;591
3773;869;905
3774;884;895
3775;893;904
3776;893;904
3777;164;175
3778;907;943
3779;178;204
3780;593;688
3781;931;942
3782;178;216
3783;931;942
3784;945;969
3785;945;981
3786;960;971
3787;37;70
3788;969;980
3789;37;104
3790;969;980
3791;195;206
3792;71;104
3793;983;1019
3794;204;215
3795;121;154
3796;998;1009
3797;218;255
3798;240;299
3799;1007;1018
3800;351;429
3801;1007;1018
3802;457;516
3803;1021;1045
3804;83;110
3805;1021;1057
3806;112;146
3807;1036;1047
3808;1045;1056
3809;1045;1056
3810;1059;1095
3811;1083;1094
3812;243;254
3813;1083;1094
3814;1108;1143
3815;243;254
3816;156;181
3817;257;281
3818;1131;1142
3819;182;216
3820;1131;1142
3821;1145;1181
3822;1160;1171
3823;1169;1180
3824;1169;1180
3825;257;293
3826;1183;1207
3827;217;251
3828;272;283
3829;1183;1219
3830;252;286
3831;1198;1209
3832;281;292
3833;296;321
3834;1207;1218
3835;295;321
3836;323;357
3837;295;333
3838;362;396
3839;1221;1253
3840;312;323
3841;403;431
3842;1228;1265
3843;321;332
3844;433;467
3845;1244;1255
3846;1253;1264
3847;1253;1264
3848;1267;1305
3849;501;535
3850;321;332
3851;1293;1304
3852;335;359
3853;536;570
3854;1307;1346
3855;335;371
3856;572;606
3857;1334;1345
3858;610;644
3859;1334;1345
3860;680;714
3861;1348;1384
3862;748;782
3863;1372;1383
3864;1372;1383
3865;1387;1426
3866;350;361
3867;1414;1425
3868;359;370
3869;1449;1489
3870;783;817
3871;372;410
3872;1462;1476
3873;398;409
3874;1490;1531
3875;819;853
3876;398;409
3877;1532;1571
3878;857;891
3879;1873;2113
3880;892;918
3881;1927;1959
3882;1994;2026
3883;2027;2059
3884;2060;2092
3885;24;63
3886;923;957
3887;51;62
3888;968;986
3889;51;62
3890;992;1026
3891;64;102
3892;1976;2008
3893;1027;1061
3894;90;101
3895;2009;2041
3896;1063;1097
3897;90;101
3898;39;77
3899;105;143
3900;131;142
3901;65;76
3902;131;142
3903;65;76
3904;144;180
3905;78;118
3906;106;117
3907;168;179
3908;168;179
3909;182;207
3910;182;219
3911;198;209
3912;207;218
3913;207;218
3914;221;258
3915;246;257
3916;246;257
3917;106;117
3918;260;284
3919;30;185
3920;119;156
3921;260;296
3922;71;104
3923;144;155
3924;275;286
3925;168;185
3926;144;155
3927;284;295
3928;158;183
3929;563;849
3930;298;324
3931;158;195
3932;706;718
3933;298;336
3934;174;185
3935;734;742
3936;315;326
3937;183;194
3938;738;880
3939;183;194
3940;324;335
3941;260;335
3942;197;234
3943;324;335
3944;263;289
3945;222;233
3946;360;595
3947;222;233
3948;721;901
3949;229;260
3950;66;84
3951;236;272
3952;222;239
3953;251;262
3954;66;318
3955;134;150
3956;76;330
3957;338;362
3958;338;374
3959;144;160
3960;353;364
3961;168;487
3962;362;373
3963;375;413
3964;201;212
3965;401;412
3966;246;256
3967;401;412
3968;418;428
3969;415;442
3970;260;271
3971;495;635
3972;274;312
3973;848;871
3974;300;311
3975;931;969
3976;300;311
3977;70;83
3978;314;338
3979;283;534
3980;314;350
3981;329;340
3982;289;312
3983;338;349
3984;398;410
3985;351;389
3986;16;142
3987;377;388
3988;415;454
3989;50;66
3990;377;388
3991;433;444
3992;34;161
3993;391;417
3994;442;453
3995;68;84
3996;391;429
3997;217;277
3998;408;419
3999;252;275
4000;417;428
4001;16;142
4002;50;66
4003;4;130
4004;38;54
4005;442;453
4006;208;268
4007;243;266
4008;38;232
4009;231;294
4010;417;428
4011;456;480
4012;269;292
4013;431;455
4014;456;492
4015;431;467
4016;446;457
4017;471;482
4018;455;466
4019;480;491
4020;480;491
4021;455;466
4022;190;217
4023;494;518
4024;469;493
4025;469;505
4026;494;530
4027;192;212
4028;509;520
4029;484;495
4030;13;75
4031;493;504
4032;518;529
4033;493;504
4034;507;531
4035;507;543
4036;522;533
4037;531;542
4038;279;306
4039;531;542
4040;518;529
4041;545;568
4042;281;301
4043;532;556
4044;545;580
4045;307;334
4046;97;162
4047;559;570
4048;309;329
4049;279;343
4050;568;579
4051;337;365
4052;13;75
4053;568;579
4054;339;360
4055;97;162
4056;582;606
4057;532;568
4058;287;351
4059;366;393
4060;582;618
4061;33;142
4062;368;388
4063;597;608
4064;130;140
4065;606;617
4066;143;252
4067;620;643
4068;240;250
4069;620;655
4070;253;358
4071;634;645
4072;643;654
4073;547;558
4074;346;356
4075;643;654
4076;556;567
4077;365;469
4078;556;567
4079;657;681
4080;457;467
4081;570;593
4082;657;693
4083;470;572
4084;570;605
4085;560;570
4086;584;595
4087;1;69
4088;573;675
4089;663;673
4090;169;216
4091;687;784
4092;575;610
4093;1;69
4094;593;604
4095;169;216
4096;217;263
4097;593;604
4098;330;378
4099;607;631
4100;217;263
4101;1;25
4102;607;643
4103;134;453
4104;330;378
4105;622;633
4106;167;178
4107;55;298
4108;631;642
4109;212;222
4110;130;146
4111;384;394
4112;209;223
4113;461;601
4114;213;314
4115;133;172
4116;253;272
4117;135;172
4118;305;316
4119;672;683
4120;81;185
4121;331;536
4122;122;134
4123;695;730
4124;1;113
4125;709;720
4126;718;729
4127;202;306
4128;718;729
4129;593;954
4130;440;448
4131;734;770
4132;599;627
4133;758;769
4134;645;668
4135;652;665
4136;771;808
4137;814;826
4138;645;680
4139;796;807
4140;659;670
4141;27;117
4142;796;807
4143;668;679
4144;332;537
4145;810;835
4146;440;448
4147;810;847
4148;26;90
4149;826;837
4150;214;307
4151;67;86
4152;835;846
4153;600;962
4154;26;109
4155;835;846
4156;606;634
4157;668;679
4158;849;873
4159;659;672
4160;682;706
4161;849;885
4162;682;718
4163;864;875
4164;697;708
4165;873;884
4166;720;755
4167;873;884
4168;743;754
4169;887;910
4170;743;754
4171;887;922
4172;299;328
4173;901;912
4174;757;781
4175;303;322
4176;910;921
4177;438;479
4178;910;921
4179;924;960
4180;939;950
4181;948;959
4182;757;793
4183;948;959
4184;822;834
4185;25;108
4186;962;998
4187;242;364
4188;986;997
4189;22;62
4190;300;329
4191;772;783
4192;46;125
4193;1000;1034
4194;304;323
4195;452;479
4196;1022;1033
4197;437;478
4198;454;474
4199;1022;1033
4200;505;528
4201;1046;1082
4202;507;527
4203;1070;1081
4204;563;590
4205;1084;1120
4206;565;585
4207;1108;1119
4208;627;654
4209;1108;1119
4210;629;649
4211;1115;1146
4212;969;996
4213;781;792
4214;1122;1158
4215;971;991
4216;1137;1148
4217;781;792
4218;1107;1130
4219;795;819
4220;1109;1129
4221;1;61
4222;795;831
4223;1163;1190
4224;3;57
4225;810;821
4226;1165;1185
4227;1146;1157
4228;819;830
4229;1225;1252
4230;819;830
4231;1160;1191
4232;1227;1247
4233;833;871
4234;1160;1203
4235;1282;1309
4236;1182;1193
4237;1284;1304
4238;1191;1202
4239;1332;1359
4240;1191;1202
4241;1;61
4242;1334;1354
4243;1205;1244
4244;3;57
4245;1505;1528
4246;1232;1243
4247;1507;1527
4248;338;366
4249;1232;1243
4250;1564;1588
4251;1246;1287
4252;1566;1586
4253;1275;1286
4254;373;416
4255;1275;1286
4256;1289;1325
4257;1064;1336
4258;443;492
4259;1313;1324
4260;454;460
4261;1243;1508
4262;1335;1373
4263;1249;1272
4264;1361;1372
4265;40;133
4266;1361;1372
4267;1365;1377
4268;293;478
4269;1343;1601
4270;495;668
4271;1387;1427
4272;1349;1372
4273;301;319
4274;1459;1471
4275;665;683
4276;680;938
4277;135;419
4278;141;164
4279;1428;1458
4280;220;227
4281;252;264
4282;564;639
4283;686;709
4284;567;593
4285;1467;1505
4286;799;811
4287;679;913
4288;1779;2024
4289;52;357
4290;1838;1870
4291;859;870
4292;392;628
4293;1905;1937
4294;531;545
4295;1938;1970
4296;859;870
4297;712;1000
4298;66;260
4299;1971;2003
4300;873;897
4301;1035;1273
4302;24;63
4303;1176;1190
4304;152;161
4305;51;62
4306;982;991
4307;267;433
4308;51;62
4309;388;398
4310;312;352
4311;64;115
4312;397;407
4313;431;593
4314;364;374
4315;103;114
4316;103;114
4317;421;509
4318;873;909
4319;118;155
4320;682;841
4321;888;899
4322;143;154
4323;861;1037
4324;143;154
4325;1105;1383
4326;897;908
4327;156;192
4328;897;908
4329;1137;1151
4330;180;191
4331;911;935
4332;180;191
4333;911;947
4334;194;220
4335;194;232
4336;211;222
4337;220;231
4338;1235;1255
4339;926;937
4340;234;274
4341;1422;1538
4342;935;946
4343;262;273
4344;953;1070
4345;1555;1678
4346;935;946
4347;1071;1194
4348;375;463
4349;949;973
4350;949;985
4351;635;786
4352;964;975
4353;805;981
4354;1050;1328
4355;262;273
4356;276;300
4357;973;984
4358;1082;1096
4359;276;312
4360;973;984
4361;1180;1200
4362;1;131
4363;987;1011
4364;1365;1481
4365;312;456
4366;987;1023
4367;1504;1624
4368;532;635
4369;291;302
4370;300;311
4371;314;341
4372;285;371
4373;314;353
4374;332;343
4375;521;669
4376;1002;1013
4377;341;352
4378;684;860
4379;646;735
4380;1011;1022
4381;929;1207
4382;769;829
4383;1011;1022
4384;961;975
4385;1025;1049
4386;1059;1079
4387;1025;1061
4388;930;1044
4389;1240;1352
4390;1040;1051
4391;1038;1169
4392;341;352
4393;1369;1486
4394;1049;1060
4395;179;282
4396;35;184
4397;1049;1060
4398;355;379
4399;1063;1099
4400;355;391
4401;370;381
4402;1087;1098
4403;181;190
4404;1087;1098
4405;254;278
4406;1112;1147
4407;379;390
4408;295;400
4409;1135;1146
4410;392;430
4411;941;998
4412;1135;1146
4413;418;429
4414;1149;1173
4415;53;305
4416;418;429
4417;1149;1185
4418;59;82
4419;1164;1175
4420;432;461
4421;172;184
4422;1173;1184
4423;432;473
4424;410;488
4425;452;463
4426;461;472
4427;510;592
4428;28;41
4429;200;241
4430;200;499
4431;1173;1184
4432;242;283
4433;461;472
4434;284;325
4435;1187;1211
4436;303;317
4437;1187;1223
4438;475;499
4439;326;367
4440;475;511
4441;490;501
4442;345;359
4443;409;449
4444;25;508
4445;57;92
4446;72;81
4447;1202;1213
4448;124;166
4449;1211;1222
4450;184;222
4451;283;520
4452;91;97
4453;499;510
4454;571;639
4455;605;871
4456;513;537
4457;105;111
4458;635;649
4459;513;549
4460;728;748
4461;92;152
4462;528;539
4463;16;105
4464;127;150
4465;537;548
4466;222;235
4467;537;548
4468;753;761
4469;1225;1250
4470;943;962
4471;1225;1262
4472;918;929
4473;1241;1252
4474;985;999
4475;1250;1261
4476;551;575
4477;16;38
4478;551;587
4479;195;269
4480;566;577
4481;187;289
4482;1250;1261
4483;213;225
4484;575;586
4485;1264;1302
4486;575;586
4487;1290;1301
4488;589;613
4489;1304;1343
4490;589;625
4491;1331;1342
4492;1331;1346
4493;1375;1412
4494;237;250
4495;604;615
4496;330;487
4497;295;355
4498;517;694
4499;330;353
4500;765;1051
4501;314;388
4502;1400;1411
4503;332;344
4504;1400;1411
4505;356;369
4506;1425;1465
4507;613;624
4508;404;464
4509;801;815
4510;439;462
4511;900;920
4512;138;212
4513;26;115
4514;156;168
4515;613;624
4516;180;193
4517;228;288
4518;1466;1502
4519;263;286
4520;1503;1544
4521;71;145
4522;1820;2062
4523;194;285
4524;626;659
4525;74;100
4526;1876;1908
4527;327;496
4528;677;688
4529;211;439
4530;1943;1975
4531;524;701
4532;677;688
4533;136;210
4534;772;1053
4535;691;727
4536;804;818
4537;715;726
4538;904;924
4539;715;726
4540;38;290
4541;729;765
4542;753;764
4543;139;165
4544;238;503
4545;1240;1255
4546;8;129
4547;1243;1254
4548;44;67
4549;149;268
4550;76;148
4551;163;175
4552;276;394
4553;122;230
4554;16;105
4555;406;536
4556;12;50
4557;187;278
4558;688;813
4559;89;127
4560;319;476
4561;31;69
4562;166;204
4563;497;674
4564;109;599
4565;205;243
4566;35;355
4567;244;282
4568;422;680
4569;283;320
4570;428;454
4571;326;364
4572;542;554
4573;745;1027
4574;365;403
4575;544;574
4576;778;792
4577;404;442
4578;8;72
4579;878;898
4580;521;559
4581;78;170
4582;191;445
4583;560;589
4584;197;219
4585;766;793
4586;308;320
4587;972;1007
4588;45;69
4589;985;997
4590;85;109
4591;241;501
4592;3;277
4593;421;492
4594;189;268
4595;440;450
4596;767;803
4597;213;223
4598;533;791
4599;5;275
4600;707;782
4601;190;266
4602;730;740
4603;214;224
4604;147;152
4605;4;100
4606;34;141
4607;111;116
4608;110;213
4609;782;793
4610;244;515
4611;110;115
4612;791;802
4613;430;506
4614;27;375
4615;791;802
4616;451;461
4617;212;223
4618;806;842
4619;6;102
4620;397;519
4621;830;841
4622;112;216
4623;44;298
4624;247;521
4625;830;841
4626;436;512
4627;50;73
4628;844;880
4629;457;467
4630;163;175
4631;868;879
4632;28;293
4633;299;351
4634;207;284
4635;217;309
4636;36;86
4637;357;521
4638;229;239
4639;541;723
4640;3;190
4641;868;879
4642;797;1080
4643;572;872
4644;893;928
4645;832;846
4646;37;86
4647;1093;1179
4648;931;951
4649;907;918
4650;101;151
4651;1368;1453
4652;3;79
4653;102;151
4654;113;301
4655;158;275
4656;339;597
4657;345;368
4658;459;471
4659;598;668
4660;1501;1589
4661;1788;1869
4662;916;927
4663;1883;1966
4664;2213;2467
4665;916;927
4666;333;428
4667;2389;2458
4668;43;103
4669;21;306
4670;624;718
4671;125;187
4672;75;105
4673;4;80
4674;198;260
4675;190;219
4676;109;295
4677;909;1180
4678;930;966
4679;330;425
4680;1090;1171
4681;954;965
4682;622;716
4683;1119;1129
4684;954;965
4685;1;19
4686;23;111
4687;968;1004
4688;112;207
4689;992;1003
4690;272;329
4691;291;378
4692;137;252
4693;379;471
4694;164;180
4695;556;641
4696;200;217
4697;642;729
4698;255;376
4699;730;829
4700;282;298
4701;909;1001
4702;992;1003
4703;324;341
4704;1087;1175
4705;1006;1044
4706;154;273
4707;1260;1356
4708;38;53
4709;1032;1043
4710;181;197
4711;1530;1718
4712;1046;1085
4713;221;238
4714;1073;1084
4715;276;402
4716;1073;1084
4717;1808;2086
4718;303;319
4719;1357;1448
4720;1087;1126
4721;350;367
4722;1458;1554
4723;1849;1863
4724;36;86
4725;1703;1963
4726;1942;1962
4727;37;86
4728;1878;1954
4729;750;785
4730;101;151
4731;1902;1912
4732;102;151
4733;391;483
4734;1114;1125
4735;158;275
4736;1114;1125
4737;138;188
4738;342;600
4739;139;188
4740;348;371
4741;264;314
4742;462;474
4743;265;314
4744;601;671
4745;1130;1171
4746;397;509
4747;35;85
4748;551;807
4749;36;85
4750;484;576
4751;100;150
4752;653;912
4753;101;150
4754;832;903
4755;157;275
4756;851;861
4757;1159;1170
4758;351;614
4759;557;580
4760;944;1228
4761;357;380
4762;1170;1213
4763;670;682
4764;476;488
4765;1214;1250
4766;322;485
4767;615;685
4768;1932;2053
4769;1251;1294
4770;25;108
4771;2747;2873
4772;1586;1823
4773;34;61
4774;140;190
4775;1633;1665
4776;1135;1219
4777;141;190
4778;1666;1688
4779;24;114
4780;254;522
4781;126;224
4782;1700;1732
4783;36;56
4784;236;318
4785;62;91
4786;325;415
4787;64;86
4788;420;516
4789;260;287
4790;518;607
4791;374;386
4792;612;709
4793;523;594
4794;714;822
4795;92;119
4796;146;196
4797;823;916
4798;1733;1765
4799;94;114
4800;147;196
4801;921;1016
4802;121;148
4803;270;320
4804;1020;1106
4805;123;143
4806;271;320
4807;150;177
4808;422;541
4809;152;172
4810;583;839
4811;185;212
4812;589;612
4813;187;207
4814;702;714
4815;213;241
4816;1357;1612
4817;1532;1603
4818;1551;1561
4819;1;107
4820;1644;1903
4821;1821;1894
4822;159;209
4823;1766;1798
4824;1842;1852
4825;160;209
4826;34;194
4827;215;236
4828;231;281
4829;75;114
4830;232;281
4831;312;463
4832;196;281
4833;380;634
4834;294;389
4835;546;662
4836;386;409
4837;392;488
4838;662;790
4839;49;116
4840;500;512
4841;313;463
4842;171;237
4843;565;681
4844;635;706
4845;421;488
4846;684;809
4847;21;130
4848;140;175
4849;15;98
4850;153;165
4851;491;595
4852;133;150
4853;176;211
4854;887;1141
4855;1;189
4856;189;201
4857;1061;1132
4858;202;231
4859;1080;1090
4860;130;180
4861;194;283
4862;131;180
4863;1173;1435
4864;252;518
4865;258;285
4866;296;440
4867;1349;1426
4868;372;384
4869;1374;1384
4870;510;781
4871;519;590
4872;25;188
4873;516;544
4874;2906;3539
4875;69;108
4876;3722;4053
4877;288;383
4878;492;609
4879;386;484
4880;485;591
4881;611;737
4882;3752;3766
4883;27;142
4884;3907;3927
4885;152;187
4886;4096;4128
4887;165;177
4888;646;658
4889;320;464
4890;917;1144
4891;674;682
4892;1064;1135
4893;197;282
4894;103;218
4895;1083;1093
4896;1176;1439
4897;130;146
4898;1355;1430
4899;550;657
4900;1378;1388
4901;668;756
4902;329;425
4903;538;807
4904;791;851
4905;435;531
4906;166;183
4907;895;931
4908;532;628
4909;221;342
4910;631;724
4911;248;264
4912;725;817
4913;290;307
4914;938;1195
4915;360;619
4916;1112;1186
4917;1134;1144
4918;544;572
4919;179;381
4920;269;276
4921;672;684
4922;60;120
4923;700;708
4924;366;390
4925;95;118
4926;557;671
4927;128;149
4928;262;275
4929;244;283
4930;947;1042
4931;259;268
4932;1;62
4933;975;983
4934;1;176
4935;210;300
4936;1;79
4937;538;828
4938;188;228
4939;1043;1150
4940;544;572
4941;364;404
4942;1450;1556
4943;675;687
4944;79;259
4945;1557;1656
4946;703;711
4947;480;492
4948;56;131
4949;620;671
4950;138;184
4951;25;313
4952;139;184
4953;349;609
4954;31;55
4955;59;161
4956;355;375
4957;145;157
4958;464;476
4959;1658;1751
4960;1752;1854
4961;293;332
4962;1945;2222
4963;308;317
4964;837;996
4965;1951;1980
4966;354;383
4967;171;206
4968;2075;2087
4969;460;532
4970;2108;2116
4971;40;50
4972;54;105
4973;106;158
4974;20;312
4975;159;208
4976;26;50
4977;195;205
4978;209;261
4979;766;931
4980;248;258
4981;392;459
4982;145;157
4983;261;313
4984;1084;1246
4985;214;224
4986;55;347
4987;300;310
4988;26;128
4989;1477;1547
4990;61;85
4991;314;367
4992;60;93
4993;90;194
4994;34;48
4995;1482;1539
4996;1171;1307
4997;178;190
4998;138;160
4999;1351;1381
5000;290;367
5001;108;129
5002;1356;1375
5003;66;134
5004;68;361
5005;1415;1444
5006;65;181
5007;74;97
5008;231;493
5009;186;198
5010;10;89
5011;62;76
5012;72;369
5013;208;282
5014;15;28
5015;1419;1438
5016;29;115
5017;102;165
5018;1479;1508
5019;5;77
5020;119;151
5021;1483;1502
5022;4;86
5023;62;74
5024;19;298
5025;68;327
5026;112;195
5027;74;100
5028;1543;1572
5029;123;133
5030;189;201
5031;1547;1566
5032;328;397
5033;422;679
5034;428;451
5035;535;547
5036;98;128
5037;98;122
5038;322;433
5039;36;68
5040;115;198
5041;325;437
5042;1;76
5043;1606;1635
5044;2305;2351
5045;27;52
5046;1610;1629
5047;2371;2408
5048;1665;1694
5049;200;390
5050;85;308
5051;1669;1688
5052;443;546
5053;25;218
5054;1724;1753
5055;597;741
5056;66;93
5057;1728;1747
5058;780;1019
5059;1781;1810
5060;927;960
5061;41;109
5062;1;95
5063;556;624
5064;78;101
5065;68;88
5066;105;173
5067;97;124
5068;190;202
5069;49;117
5070;99;119
5071;170;253
5072;125;152
5073;172;180
5074;127;147
5075;220;235
5076;1785;1804
5077;208;235
5078;169;252
5079;64;325
5080;2012;2148
5081;171;179
5082;70;93
5083;2309;2445
5084;219;234
5085;186;198
5086;193;273
5087;120;380
5088;504;540
5089;239;251
5090;1;86
5091;504;540
5092;2911;3046
5093;49;303
5094;977;1036
5095;3067;3223
5096;210;230
5097;3108;3125
5098;2271;2306
5099;237;258
5100;89;131
5101;316;343
5102;2314;2349
5103;318;338
5104;2352;2386
5105;643;670
5106;967;1026
5107;645;665
5108;2323;2358
5109;671;698
5110;2336;2348
5111;55;78
5112;699;722
5113;2366;2401
5114;701;722
5115;2379;2391
5116;168;180
5117;753;780
5118;2404;2439
5119;304;358
5120;755;775
5121;54;158
5122;357;389
5123;27;128
5124;790;820
5125;85;160
5126;56;65
5127;129;229
5128;130;154
5129;792;813
5130;173;278
5131;1246;1273
5132;57;161
5133;1248;1268
5134;59;68
5135;1393;1420
5136;133;157
5137;147;224
5138;88;114
5139;1395;1415
5140;20;66
5141;176;281
5142;183;417
5143;36;61
5144;1512;1539
5145;2218;2328
5146;181;272
5147;24;244
5148;1514;1534
5149;279;341
5150;84;145
5151;1540;1567
5152;59;64
5153;1542;1562
5154;63;219
5155;111;140
5156;78;109
5157;351;441
5158;151;248
5159;194;205
5160;78;120
5161;474;577
5162;270;523
5163;232;263
5164;577;690
5165;276;298
5166;748;942
5167;232;274
5168;385;397
5169;898;912
5170;132;207
5171;81;301
5172;48;65
5173;20;138
5174;135;161
5175;116;121
5176;154;171
5177;227;458
5178;25;190
5179;97;152
5180;271;286
5181;670;701
5182;159;204
5183;16;369
5184;210;264
5185;689;700
5186;7;99
5187;149;289
5188;270;327
5189;689;700
5190;111;187
5191;335;392
5192;1029;1060
5193;581;797
5194;1013;1208
5195;1356;1570
5196;50;85
5197;227;348
5198;1048;1059
5199;58;79
5200;30;141
5201;63;75
5202;20;83
5203;50;85
5204;20;83
5205;356;550
5206;1048;1059
5207;58;79
5208;20;83
5209;506;520
5210;63;75
5211;604;706
5212;1427;1440
5213;698;1096
5214;46;81
5215;708;744
5216;1783;1794
5217;580;670
5218;54;75
5219;22;133
5220;1783;1794
5221;59;71
5222;569;647
5223;2128;2160
5224;449;476
5225;589;686
5226;2148;2159
5227;451;471
5228;517;632
5229;2148;2159
5230;477;504
5231;52;83
5232;479;499
5233;207;232
5234;132;190
5235;706;733
5236;30;281
5237;708;728
5238;2496;2507
5239;36;59
5240;734;761
5241;2852;2883
5242;433;480
5243;736;756
5244;133;383
5245;139;162
5246;252;264
5247;49;309
5248;2871;2882
5249;55;78
5250;2871;2882
5251;172;184
5252;15;107
5253;168;259
5254;766;793
5255;371;631
5256;768;788
5257;377;402
5258;3227;3259
5259;1001;1028
5260;490;502
5261;3247;3258
5262;5;12
5263;243;429
5264;30;250
5265;271;281
5266;470;588
5267;66;71
5268;153;274
5269;199;210
5270;287;420
5271;22;242
5272;1418;1488
5273;58;63
5274;1423;1480
5275;635;756
5276;1003;1023
5277;1541;1611
5278;1002;1234
5279;1029;1056
5280;1546;1603
5281;1151;1181
5282;1031;1051
5283;191;202
5284;590;687
5285;19;60
5286;33;113
5287;187;239
5288;84;174
5289;110;157
5290;2;54
5291;293;343
5292;365;454
5293;1134;1161
5294;296;340
5295;189;470
5296;1136;1156
5297;437;603
5298;326;344
5299;503;742
5300;1161;1218
5301;72;87
5302;643;657
5303;192;241
5304;283;332
5305;350;418
5306;1162;1189
5307;162;331
5308;564;617
5309;438;598
5310;1164;1184
5311;107;305
5312;14;185
5313;562;693
5314;112;131
5315;1900;1929
5316;102;173
5317;186;204
5318;97;106
5319;40;133
5320;93;101
5321;176;206
5322;186;197
5323;1;32
5324;50;74
5325;122;132
5326;87;182
5327;127;140
5328;197;278
5329;3;175
5330;253;276
5331;319;495
5332;1;32
5333;521;674
5334;93;188
5335;190;350
5336;39;159
5337;229;310
5338;43;304
5339;131;158
5340;285;308
5341;159;195
5342;121;137
5343;183;194
5344;346;414
5345;183;194
5346;1164;1215
5347;198;259
5348;260;321
5349;322;383
5350;384;445
5351;446;507
5352;1607;1661
5353;508;569
5354;4;76
5355;570;631
5356;161;175
5357;690;791
5358;640;701
5359;259;300
5360;1634;1748
5361;702;763
5362;5;182
5363;23;29
5364;102;367
5365;43;163
5366;108;131
5367;137;162
5368;225;237
5369;297;369
5370;371;452
5371;549;602
5372;19;139
5373;16;190
5374;269;337
5375;178;307
5376;34;40
5377;122;299
5378;480;653
5379;350;418
5380;140;146
5381;570;611
5382;170;198
5383;172;193
5384;589;603
5385;16;91
5386;200;227
5387;168;272
5388;202;222
5389;724;1016
5390;240;267
5391;121;195
5392;612;653
5393;242;262
5394;730;758
5395;14;92
5396;631;645
5397;870;882
5398;10;83
5399;904;931
5400;2779;2787
5401;4;74
5402;694;770
5403;906;926
5404;402;480
5405;483;656
5406;932;959
5407;573;614
5408;108;181
5409;934;954
5410;98;355
5411;592;606
5412;960;988
5413;615;656
5414;577;630
5415;16;57
5416;79;131
5417;31;40
5418;289;364
5419;292;318
5420;91;132
5421;298;492
5422;394;623
5423;104;136
5424;37;112
5425;4;111
5426;333;448
5427;113;149
5428;634;648
5429;22;99
5430;179;239
5431;218;230
5432;697;728
5433;247;345
5434;356;431
5435;697;773
5436;370;623
5437;18;249
5438;148;347
5439;376;398
5440;237;246
5441;228;340
5442;485;497
5443;349;461
5444;715;832
5445;96;125
5446;462;574
5447;1;30
5448;574;599
5449;31;60
5450;574;615
5451;590;601
